name,price,href,size,color,rpm,airflow,noise_level,pwm
Silverstone SCOOL,,https://pcpartpicker.com/product/MPZQzy/silverstone-scool81-2855-cfm-80-mm-fan-scool81,80,Blue,"900,1750","14.68,28.55","15,19",false
Silverstone FN,,https://pcpartpicker.com/product/LWFPxr/silverstone-case-fan-fn121pgl,120,Clear,1200,58.47,25.15,false
Thermaltake ISGC,,https://pcpartpicker.com/product/tzQypg/thermaltake-af0043-244-cfm-80-mm-fan-af0043,80,White,"800,1600",24.4,18.2,false
Thermaltake Mobile Fan,,https://pcpartpicker.com/product/gG9KHx/thermaltake-af0007-6655-cfm-120-mm-fan-af0007,120,Orange,"250,1500",66.55,"19,33.5",false
Thermaltake Mobile Fan II,,https://pcpartpicker.com/product/BsDwrH/thermaltake-a1888-4728-cfm-80-mm-fan-a1888,80,Black,"1300,3000",47.28,"17,31",false
StarTech FANBOX,,https://pcpartpicker.com/product/Dtzv6h/startech-fanboxsl-2481-cfm-80-mm-fan-fanboxsl,80,Black,2000,24.81,23,false
StarTech FANBOX,,https://pcpartpicker.com/product/KfQypg/startech-fanbox-3727-cfm-80-mm-fan-fanbox,80,Black,3000,37.27,27,false
Vantec Stealth,9.94,https://pcpartpicker.com/product/VxphP6/vantec-sf9225l-28-cfm-92-mm-fan-sf9225l,92,Black,1750,28,20,false
Vantec Tornado,,https://pcpartpicker.com/product/DpCwrH/vantec-td9238h-119-cfm-92-mm-fan-td9238h,92,Black,4800,119,56.4,false
Vantec Thermoflow,,https://pcpartpicker.com/product/8fQypg/vantec-tf12025-92-cfm-120-mm-fan-tf12025,120,Black,"1300,2200","54.3,92","29,39",false
Xigmatek eXTREME SILENT,,https://pcpartpicker.com/product/pfQypg/xigmatek-cfs-sxgjr-ku3-75-cfm-120-mm-fan-cfs-sxgjr-ku3,120,Black,1800,75,20,false
Vantec Thermoflow,15,https://pcpartpicker.com/product/ysDwrH/vantec-tf9225-585-cfm-92-mm-fan-tf9225,92,Black,"1850,3100","34.79,58.5","29,40",false
Xigmatek Crystal,,https://pcpartpicker.com/product/tPZQzy/xigmatek-case-fan-cfssxgjsbu2,120,Clear,1500,61.37,20,false
Xigmatek Crystal,,https://pcpartpicker.com/product/gkphP6/xigmatek-case-fan-cfssxgjspu2,120,Clear,1500,61.37,20,false
Xigmatek Crystal,,https://pcpartpicker.com/product/Cjdqqs/xigmatek-case-fan-clff2004,200,Clear,800,76,18,false
Xigmatek Crystal,,https://pcpartpicker.com/product/N37wrH/xigmatek-case-fan-clff2005,200,Clear,800,76,18,false
Xigmatek Crystal,,https://pcpartpicker.com/product/Ltzv6h/xigmatek-case-fan-clff2003,200,Clear,800,76,18,false
Xigmatek Crystal,,https://pcpartpicker.com/product/dsDwrH/xigmatek-case-fan-clff2001,200,Clear,800,76,18,false
Xigmatek Crystal,,https://pcpartpicker.com/product/Pjdqqs/xigmatek-case-fan-clff2002,200,Clear,800,76,18,false
Xigmatek Crystal,,https://pcpartpicker.com/product/qTQypg/xigmatek-case-fan-clff8253,80,Clear,2200,29.24,25,false
Antec 75003,,https://pcpartpicker.com/product/XgGkcf/antec-75003-79-cfm-120-mm-fan-pro120mmdbb,120,Clear,2000,79,29.8,false
Antec 75121,,https://pcpartpicker.com/product/L6JwrH/antec-75121-79-cfm-120-mm-fan-761345-75121-6,120,Clear,2000,79,30,false
Antec 75120,,https://pcpartpicker.com/product/4KvRsY/antec-75120-79-cfm-120-mm-fan-761345-75120-9,120,Clear,2000,79,30,false
Antec 75093,,https://pcpartpicker.com/product/YVkD4D/antec-75093-38-cfm-92-mm-fan-761345-75093-6,92,Clear,2200,38,27,false
Antec 75080,,https://pcpartpicker.com/product/ZkphP6/antec-75080-34-cfm-80-mm-fan-761345-75080-6,80,Clear,2600,34,30,false
Antec 75026,,https://pcpartpicker.com/product/67Qypg/antec-case-fan-761345750264,120,Clear,2000,79,30,false
Antec 75024,,https://pcpartpicker.com/product/j37wrH/antec-case-fan-761345750240,120,Clear,2000,79,30,false
Antec 75002,15,https://pcpartpicker.com/product/Rjdqqs/antec-75002-424-cfm-92-mm-fan-75002,92,Clear,2600,42.4,33,false
Antec 75000,,https://pcpartpicker.com/product/d37wrH/antec-75000-34-cfm-80-mm-fan-75000,80,Clear,2600,34,30,false
Antec 77095,,https://pcpartpicker.com/product/P2JwrH/antec-case-fan-120mmblueledfan,120,Clear,1600,56,28,false
Apevia CF12SL-BRD,,https://pcpartpicker.com/product/qL3RsY/apevia-case-fan-cf12slbrd,120,Red,1500,50.28,21.1,false
Apevia CF12SL-BGN,,https://pcpartpicker.com/product/8FvRsY/apevia-case-fan-cf12slbgn,120,Green,1500,50.28,21.1,false
Apevia CF12SL-BBL,,https://pcpartpicker.com/product/gdZQzy/apevia-case-fan-cf12slbbl,120,Blue,1500,50.28,21.1,false
Apevia CF12SL-B4C,,https://pcpartpicker.com/product/kvXfrH/apevia-cf12sl-b4c-5028-cfm-120-mm-fan-cf12sl-b4c,120,Clear,1500,50.28,21.1,false
Apevia CF12S,,https://pcpartpicker.com/product/bNdqqs/apevia-cf12s-6385-cfm-120-mm-fan-cf12s,120,Clear,1700,63.85,29.67,false
Apevia 14SL-BL,,https://pcpartpicker.com/product/pxphP6/apevia-case-fan-14slbl,140,Blue,1200,59.6,29.4,false
Apevia CF14SL-BRD,,https://pcpartpicker.com/product/ryYXsY/apevia-case-fan-cf14slbrd,140,Red,1200,59.6,20.6,false
Apevia CF14SL-BGN,,https://pcpartpicker.com/product/2QrG3C/apevia-case-fan-cf14slbgn,140,Green,1200,59.6,20.6,false
Apevia CF14SL-B4C,,https://pcpartpicker.com/product/bsDwrH/apevia-cf14sl-b4c-596-cfm-140-mm-fan-cf14sl-b4c,140,Clear,1200,59.6,20.6,false
Apevia CF312SL-UBL 3-Pack,,https://pcpartpicker.com/product/HvXfrH/apevia-cf312sl-ubl-6385-cfm-120-mm-fans-cf312sl-ubl,120,Blue,1700,63.85,29.67,false
Cooler Master SAF-B83-E1,,https://pcpartpicker.com/product/637wrH/cooler-master-saf-b83-e1-2907-cfm-80-mm-fan-saf-b83-e1,80,Black,2500,29.07,26,false
Cooler Master SAF-B82-E1,,https://pcpartpicker.com/product/jPZQzy/cooler-master-saf-b82-e1-3211-cfm-80-mm-fan-saf-b82-e1,80,Black,2500,32.11,26,false
Cooler Master R4-S8R-20AK-GP,,https://pcpartpicker.com/product/dyYXsY/cooler-master-r4-s8r-20ak-gp-2889-cfm-80-mm-fan-r4-s8r-20ak-gp,80,Black,2000,28.89,20.9,false
Cougar Dual-X,,https://pcpartpicker.com/product/mXDwrH/cougar-case-fan-cfd14hbg,140,Green,1000,73.18,18,false
Cougar Dual-X,,https://pcpartpicker.com/product/8pCwrH/cougar-case-fan-cfd14hbb,140,Blue,1000,73.18,18,false
Cougar CFD,,https://pcpartpicker.com/product/x8DwrH/cougar-case-fan-cfd12hbb,120,Blue,1200,64.37,16.6,false
Cougar Vortex,,https://pcpartpicker.com/product/ZVkD4D/cougar-vortex-pwm-705-cfm-120-mm-fan-cf-v12hp,120,Orange,"800,1500",70.5,17.9,false
Cougar Vortex,,https://pcpartpicker.com/product/j6JwrH/cougar-vortex-705-cfm-140-mm-fan-cf-v14h,140,Orange,"700,1200","55.5,70.5","16.4,19.2",false
Cougar Vortex,,https://pcpartpicker.com/product/TG9KHx/cougar-vortex-pwm-705-cfm-120-mm-fan-cf-v12hpb,120,Black,"800,1500",70.5,17.89,false
NZXT FS,,https://pcpartpicker.com/product/LM9KHx/nzxt-case-fan-fs200rbbled,193,Black / White,700,89.5,20.16,false
Xigmatek XAF,,https://pcpartpicker.com/product/c2JwrH/xigmatek-case-fan-xaff1256,120,Blue,1500,75.3,24,false
Xigmatek XAF,,https://pcpartpicker.com/product/DBkD4D/xigmatek-case-fan-xaff1255,120,Black,"1000,1800",90.3,26,false
Xigmatek XAF,,https://pcpartpicker.com/product/wNdqqs/xigmatek-case-fan-xaff1254,120,Black,1500,75.3,24,false
Xigmatek XAF,,https://pcpartpicker.com/product/JYkD4D/xigmatek-case-fan-xaff1253,120,Orange,1500,75.3,24,false
Xigmatek XAF,,https://pcpartpicker.com/product/T8DwrH/xigmatek-xaf-f1252-753-cfm-120-mm-fan-xaf-f1252,120,White,1500,75.3,24,false
Xigmatek Crystal,,https://pcpartpicker.com/product/vTQypg/xigmatek-case-fan-clff8251,80,Clear,2200,32.6,25,false
Xigmatek Crystal,,https://pcpartpicker.com/product/RQrG3C/xigmatek-case-fan-clff8255,80,Clear,2200,32.6,25,false
Zalman SF2,,https://pcpartpicker.com/product/sD9KHx/zalman-sf2-92-mm-fan-sf2,92,White,2000,,23,false
Silverstone FN,,https://pcpartpicker.com/product/NXDwrH/silverstone-fn121-5324-cfm-120-mm-fan-fn121,120,Black,1200,53.24,26.6,false
Masscool FDC08025S1M,,https://pcpartpicker.com/product/9qjG3C/masscool-fdc08025s1m-3295-cfm-80-mm-fan-fdc08025s1m,80,Clear,2700,32.95,26.5,false
Masscool FD12025S1L3/4,,https://pcpartpicker.com/product/7D9KHx/masscool-fd12025s1l34-5205-cfm-120-mm-fan-fd12025s1l34,120,Black,1500,52.05,25,false
Masscool FD12025B1L3/4,,https://pcpartpicker.com/product/mdZQzy/masscool-fd12025b1l34-5205-cfm-120-mm-fan-fd12025b1l34,120,Black,1500,52.05,25,false
Masscool FD08025S1M4,,https://pcpartpicker.com/product/Qjdqqs/masscool-fd08025s1m4-3173-cfm-80-mm-fan-fd08025s1m4,80,Black,2500,31.73,28,false
Masscool FD08025B1M3/4,12.99,https://pcpartpicker.com/product/FWFPxr/masscool-fd08025b1m34-3295-cfm-80-mm-fan-fd08025b1m34,80,Black,2700,32.95,26.5,false
Masscool BLD-08025S1M,,https://pcpartpicker.com/product/VqjG3C/masscool-case-fan-bld08025s1m,80,Clear,2700,32.65,26.5,false
Logisys SF80,,https://pcpartpicker.com/product/m4ckcf/logisys-sf80-226-cfm-80-mm-fan-sf80,80,Gray / Blue,"900,2200",22.6,"17.6,23.4",false
Logisys SF120,,https://pcpartpicker.com/product/FBkD4D/logisys-sf120-705-cfm-120-mm-fan-sf120,120,Blue,1500,70.5,"17.6,27.8",false
Logisys LT400RD,,https://pcpartpicker.com/product/YyYXsY/logisys-case-fan-lt400rd,80,Clear,1800,21.71,20,false
Logisys LT400PL,,https://pcpartpicker.com/product/ZgGkcf/logisys-case-fan-lt400pl,80,Clear,1800,21.71,20,false
Logisys CCF80UVGN,,https://pcpartpicker.com/product/fYkD4D/logisys-case-fan-ccf80uvgn,80,Green,2700,31.73,28,false
Logisys CCF80BL,,https://pcpartpicker.com/product/4R7wrH/logisys-case-fan-ccf80bl,80,Clear,2700,31.73,28,false
Gelid Solutions Slim,,https://pcpartpicker.com/product/MfQypg/gelid-solutions-slim-12-uv-blue-483-cfm-120-mm-fan-slim-12-uv-blue,120,Blue,1500,48.3,24.6,false
Evercool F-EC9733H12BA-B,,https://pcpartpicker.com/product/QkphP6/evercool-f-ec9733h12ba-b-1519-cfm-92-mm-fan-f-ec9733h12ba-b,92,Black,"2200,2800",15.19,26,false
Evercool Evergreen,,https://pcpartpicker.com/product/ZNdqqs/evercool-egf-8-80-mm-fan-egf-8,80,Green,1400,,16,false
Evercool Evergreen,10,https://pcpartpicker.com/product/TQrG3C/evercool-egf-12-3051-cfm-120-mm-fan-egf-12,120,Green,800,30.51,16,false
Evercool FAN-AL12025B,,https://pcpartpicker.com/product/8D9KHx/evercool-fan-al12025b-7914-cfm-120-mm-fan-fan-al12025b,120,Silver,2000,79.14,,false
Evercool FAN-AL9025B,,https://pcpartpicker.com/product/xpCwrH/evercool-fan-al9025b-409-cfm-92-mm-fan-fan-al9025b,92,Silver,2200,40.9,,false
Evercool FAN-EC8015M12CA,,https://pcpartpicker.com/product/vrNp99/evercool-fan-ec8015m12ca-2849-cfm-80-mm-fan-fan-ec8015m12ca,80,Black,2500,28.49,26,false
Evercool FAN-EC4007M12CA,,https://pcpartpicker.com/product/zQrG3C/evercool-fan-ec4007m12ca-48-cfm-40-mm-fan-fan-ec4007m12ca,40,Black,5500,4.8,25,false
Evercool FAN-ALED8025B2,,https://pcpartpicker.com/product/Hc8Zxr/evercool-case-fan-fanaled8025b2,80,Black,2500,32.4,12,false
Evercool FAN-EC12025M12C,,https://pcpartpicker.com/product/jdZQzy/evercool-fan-ec12025m12c-7294-cfm-120-mm-fan-fan-ec12025m12c,120,Black,2000,72.94,36,false
Evercool FAN-LD9225B-EC2,,https://pcpartpicker.com/product/7QrG3C/evercool-case-fan-fanld9225bec2,92,Clear,1600,25.8,22,false
Evercool FAN-EC9225M12CA,,https://pcpartpicker.com/product/X8DwrH/evercool-fan-ec9225m12ca-3835-cfm-92-mm-fan-fan-ec9225m12ca,92,Black,2200,38.35,25,false
Evercool FAN-EC8025M12CA,,https://pcpartpicker.com/product/WFvRsY/evercool-fan-ec8025m12ca-324-cfm-80-mm-fan-fan-ec8025m12ca,80,Black,2500,32.4,28,false
Evercool Spider Filter,18.29,https://pcpartpicker.com/product/bbbp99/evercool-sff-9-41-cfm-92-mm-fan-sff-9,92,Red,2200,41,22,false
Scythe Gentle Typhoon,,https://pcpartpicker.com/product/7YvRsY/scythe-gentle-typhoon-5768-cfm-120-mm-fan-d1225c12b5ap-15,120,Gray,1850,57.68,28,false
Scythe Gentle Typhoon,32,https://pcpartpicker.com/product/8TGkcf/scythe-gentle-typhoon-2825-cfm-120-mm-fan-d1225c12b2ap-12,120,Gray,800,28.25,9,false
Scythe Gentle Typhoon,,https://pcpartpicker.com/product/mPw323/scythe-gentle-typhoon-37-cfm-120-mm-fan-d1225c12b3ap-13,120,Gray,1150,37,16,false
Aerocool Shark,20.99,https://pcpartpicker.com/product/QFvRsY/aerocool-case-fan-shark140mmblueedition,140,Blue,"800,1500","50,96.5","14.5,29.6",false
Aerocool V12,,https://pcpartpicker.com/product/tc8Zxr/aerocool-case-fan-v12blacklineedition,120,Translucent Black,1000,29.7,17.3,false
Gelid Solutions Wing,,https://pcpartpicker.com/product/YsDwrH/gelid-solutions-fn-fw12-15-643-cfm-120-mm-fan-fn-fw12-15,120,Translucent Yellow,1500,64.3,"12,25",false
Gelid Solutions Wing,,https://pcpartpicker.com/product/wtzv6h/gelid-solutions-fn-fw09-20-b-3979-cfm-92-mm-fan-fn-fw09-20-b,92,Translucent Blue,2000,39.79,22.5,false
NZXT FN,,https://pcpartpicker.com/product/jmw323/nzxt-fn-140rb-625-cfm-140-mm-fan-fn-140rb,140,White,1300,62.5,26.52,false
NoiseBlocker BlackSilentPro P-1,,https://pcpartpicker.com/product/tJJwrH/noiseblocker-nb-blacksilentpro-pk-1-2884-cfm-140-mm-fan-nb-blacksilentpro-pk-1,140,Black,700,28.84,9,false
NoiseBlocker BlackSilentPro P-2,,https://pcpartpicker.com/product/gL8Zxr/noiseblocker-nb-blacksilentpro-pk-2-3237-cfm-140-mm-fan-nb-blacksilentpro-pk-2,140,Black,1200,32.37,22,false
NoiseBlocker BlackSilentPro P-3,,https://pcpartpicker.com/product/qk2kcf/noiseblocker-nb-blacksilentpro-pk-3-9005-cfm-140-mm-fan-nb-blacksilentpro-pk-3,140,Black,1700,90.05,"33,3",false
NoiseBlocker BlackSilentFan X-2,,https://pcpartpicker.com/product/4DPfrH/noiseblocker-nb-blacksilentfan-xk-2-5002-cfm-140-mm-fan-nb-blacksilentfan-xk-2,140,Translucent Blue,1100,50.02,20,false
NoiseBlocker BlackSilentFan X-1,,https://pcpartpicker.com/product/YJJwrH/noiseblocker-nb-blacksilentfan-xk-1-3531-cfm-140-mm-fan-nb-blacksilentfan-xk-1,140,Translucent Blue,800,35.31,13,false
NoiseBlocker BlackSilentFan X-P,,https://pcpartpicker.com/product/ZL8Zxr/noiseblocker-nb-blacksilentfan-xl-p-7533-cfm-120-mm-fan-nb-blacksilentfan-xl-p,120,Translucent Blue,2000,75.33,31,true
NoiseBlocker BlackSilentFan X-2,,https://pcpartpicker.com/product/TWg323/noiseblocker-nb-blacksilentfan-xl-2-5768-cfm-120-mm-fan-nb-blacksilentfan-xl-2,120,Translucent Blue,1500,57.68,24,false
NoiseBlocker BlackSilentFan X-1,,https://pcpartpicker.com/product/BmXfrH/noiseblocker-nb-blacksilentfan-xl-1-4061-cfm-120-mm-fan-nb-blacksilentfan-xl-1,120,Translucent Blue,1000,40.61,13,false
NoiseBlocker BlackSilentFan X-2,,https://pcpartpicker.com/product/nQmLrH/noiseblocker-nb-blacksilentfan-xe-2-3825-cfm-92-mm-fan-nb-blacksilentfan-xe-2,92,Translucent Blue,1800,38.25,21,false
NoiseBlocker BlackSilentFan X-1,,https://pcpartpicker.com/product/f7tCmG/noiseblocker-nb-blacksilentfan-xe-1-2942-cfm-92-mm-fan-nb-blacksilentfan-xe-1,92,Translucent Blue,1500,29.42,17,false
NoiseBlocker BlackSilentFan X-2,,https://pcpartpicker.com/product/Lk2kcf/noiseblocker-nb-blacksilentfan-x-2-2648-cfm-80-mm-fan-nb-blacksilentfan-x-2,80,Translucent Blue,1800,26.48,18,false
NoiseBlocker BlackSilentFan X-1,,https://pcpartpicker.com/product/NGphP6/noiseblocker-nb-blacksilentfan-x-1-153-cfm-80-mm-fan-nb-blacksilentfan-x-1,80,Translucent Blue,1300,15.3,10,false
NoiseBlocker BlackSilentFan X-2,,https://pcpartpicker.com/product/zy6BD3/noiseblocker-nb-blacksilentfan-xm-2-394-cfm-40-mm-fan-nb-blacksilentfan-xm-2,40,Translucent Blue,3800,3.94,14,false
NoiseBlocker BlackSilentFan X-1,,https://pcpartpicker.com/product/jX4gXL/noiseblocker-nb-blacksilentfan-xm-1-288-cfm-40-mm-fan-nb-blacksilentfan-xm-1,40,Translucent Blue,2800,2.88,9,false
NoiseBlocker BlackSilentPro P-2,,https://pcpartpicker.com/product/HN8Zxr/noiseblocker-nb-blacksilentpro-pl-2-565-cfm-120-mm-fan-nb-blacksilentpro-pl-2,120,Black,1400,56.5,23,false
NoiseBlocker BlackSilentPro P-1,,https://pcpartpicker.com/product/hqCwrH/noiseblocker-nb-blacksilentpro-pl-1-4002-cfm-120-mm-fan-nb-blacksilentpro-pl-1,120,Black,900,40.02,12,false
NoiseBlocker BlackSilentPro P-1,,https://pcpartpicker.com/product/vVxfrH/noiseblocker-nb-blacksilentpro-pe-1-2472-cfm-92-mm-fan-nb-blacksilentpro-pe-1,92,Black,1300,24.72,14,false
NoiseBlocker BlackSilentPro P-P,,https://pcpartpicker.com/product/JVxfrH/noiseblocker-nb-blacksilentpro-p-p-3178-cfm-80-mm-fan-nb-blacksilentpro-p-p,80,Black,2000,31.78,18,true
NoiseBlocker BlackSilentPro P-1,,https://pcpartpicker.com/product/Psdqqs/noiseblocker-nb-blacksilentpro-p-1-1724-cfm-80-mm-fan-nb-blacksilentpro-p-1,80,Black,1500,17.24,15,false
NoiseBlocker BlackSilentPro P-P,,https://pcpartpicker.com/product/d6Gkcf/noiseblocker-nb-blacksilentpro-pc-p-306-cfm-80-mm-fan-nb-blacksilentpro-pc-p,80,Black,2500,30.6,26,true
NoiseBlocker ELoop B,,https://pcpartpicker.com/product/wVxfrH/noiseblocker-nb-eloop-b12-p-7792-cfm-120-mm-fan-nb-eloop-b12-p,120,White,2000,77.92,28,true
NoiseBlocker ELoop B,,https://pcpartpicker.com/product/M8phP6/noiseblocker-nb-eloop-b12-hp-5809-cfm-120-mm-fan-nb-eloop-b12-hp,120,White,1500,58.09,21,true
NoiseBlocker ELoop B,,https://pcpartpicker.com/product/GfXfrH/noiseblocker-nb-eloop-b12-4-8846-cfm-120-mm-fan-nb-eloop-b12-4,120,White,2400,88.46,34,false
NoiseBlocker ELoop B,,https://pcpartpicker.com/product/NN8Zxr/noiseblocker-nb-eloop-b12-2-5114-cfm-120-mm-fan-nb-eloop-b12-2,120,White,1300,51.14,17,false
NoiseBlocker ELoop B,28.81,https://pcpartpicker.com/product/nnPfrH/noiseblocker-nb-eloop-b12-1-3372-cfm-120-mm-fan-nb-eloop-b12-1,120,White,800,33.72,8,false
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/f8phP6/noiseblocker-nb-multiframe-m12-ps-5885-cfm-120-mm-fan-nb-multiframe-m12-ps,120,Translucent Gray,1500,58.85,23,true
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/4C7wrH/noiseblocker-nb-multiframe-m12-p-7828-cfm-120-mm-fan-nb-multiframe-m12-p,120,Translucent Gray,2000,78.28,29,true
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/Z8phP6/noiseblocker-nb-multiframe-m12-2-512-cfm-120-mm-fan-nb-multiframe-m12-2,120,Translucent Gray,1250,51.2,16,false
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/THPfrH/noiseblocker-nb-multiframe-m12-1-3413-cfm-120-mm-fan-nb-multiframe-m12-1,120,Translucent Gray,750,34.13,8,false
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/zMzv6h/noiseblocker-nb-multiframe-m8-s3-3472-cfm-80-mm-fan-nb-multiframe-m8-s3,80,Translucent Gray,2200,34.72,19,false
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/jc9KHx/noiseblocker-nb-multiframe-m8-s2-2766-cfm-80-mm-fan-nb-multiframe-m8-s2,80,Translucent Gray,1700,27.66,15,false
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/6X4gXL/noiseblocker-nb-multiframe-m8-s1-1765-cfm-80-mm-fan-nb-multiframe-m8-s1,80,Translucent Gray,1200,17.65,8,false
NoiseBlocker Multiframe,,https://pcpartpicker.com/product/BPw323/noiseblocker-nb-multiframe-m8-p-3178-cfm-80-mm-fan-nb-multiframe-m8-p,80,Translucent Gray,2000,31.78,17,true
Phanteks F140TS,,https://pcpartpicker.com/product/ttvRsY/phanteks-ph-f140ts-7809-cfm-140-mm-fan-ph-f140ts_rd,140,Red,"750,1200","45.1,78.09","13.4,19",false
NZXT Air Flow,,https://pcpartpicker.com/product/r6Gkcf/nzxt-case-fan-rffz140w1,140,Clear,200,83.6,24.5,false
BitFenix Spectre,,https://pcpartpicker.com/product/TwLypg/bitfenix-spectre-474-cfm-200-mm-fan-bff-scf-20020ww-rp,200,White,700,47.4,20,false
BitFenix Spectre,,https://pcpartpicker.com/product/Zx8Zxr/bitfenix-spectre-978-cfm-230-mm-fan-bff-scf-23030ww-rp,230,White,900,97.8,20,false
BitFenix Spectre Pro,,https://pcpartpicker.com/product/zKzv6h/bitfenix-case-fan-bfflpro14025wrp,140,Black,1200,86.73,22.8,false
BitFenix Spectre Pro,,https://pcpartpicker.com/product/j4H323/bitfenix-case-fan-bfflpro14025grp,140,Clear,1200,86.73,22.8,false
BitFenix Spectre,,https://pcpartpicker.com/product/BDPfrH/bitfenix-case-fan-bffblf23030wrp,230,Black,900,97.8,20,false
Cooler Master R4-L4S-10AB-GP,,https://pcpartpicker.com/product/JJckcf/cooler-master-case-fan-r4l4s10abgp,140,Clear,1000,60.9,16,false
Gelid Solutions Wing PL,,https://pcpartpicker.com/product/fwdqqs/gelid-solutions-fn-fw12-15-b-643-cfm-120-mm-fan-fn-fw12-15-b,120,Black / Blue,1500,64.3,"12,25",false
Gelid Solutions Wing,,https://pcpartpicker.com/product/nzQypg/gelid-solutions-fn-fw08-20-b-281-cfm-80-mm-fan-fn-fw08-20-b,80,Blue,2000,28.1,"10,21",false
Gelid Solutions Wing PL,,https://pcpartpicker.com/product/jTQypg/gelid-solutions-case-fan-fnfw12bpl18,120,Black / Blue,"600,1800",75.59,"10,26.8",true
Cooler Master R4-S9S-19AK-GP,,https://pcpartpicker.com/product/9JJwrH/cooler-master-r4-s9s-19ak-gp-3253-cfm-92-mm-fan-r4-s9s-19ak-gp,92,Black,1900,32.53,20.8,false
Gelid Solutions Silent,,https://pcpartpicker.com/product/CpCwrH/gelid-solutions-fn-sx09-15-3132-cfm-92-mm-fan-fn-sx09-15,92,White,1500,31.32,20,false
Gelid Solutions Silent,,https://pcpartpicker.com/product/DCH323/gelid-solutions-fn-sx08-16-2072-cfm-80-mm-fan-fn-sx08-16,80,White,1600,20.72,18,false
Gelid Solutions Wing PL,,https://pcpartpicker.com/product/z4ckcf/gelid-solutions-case-fan-fnfw12pl18,120,Green,"600,1800",75.59,"10,26.8",true
Gelid Solutions Silent TC,,https://pcpartpicker.com/product/BCH323/gelid-solutions-fn-tx08-20-27-cfm-80-mm-fan-fn-tx08-20,80,White,"900,2000",27,"10,21.5",false
Gelid Solutions Silent TC,,https://pcpartpicker.com/product/Ntzv6h/gelid-solutions-fn-tx12-15-58-cfm-120-mm-fan-fn-tx12-15,120,White,"750,1500",58,"12,25.5",false
Gelid Solutions Silent,,https://pcpartpicker.com/product/ZpCwrH/gelid-solutions-fn-sx12-10-37-cfm-120-mm-fan-fn-sx12-10,120,White,1000,37,20.2,false
Logisys LT80UVBL,,https://pcpartpicker.com/product/3KvRsY/logisys-case-fan-lt80uvbl,80,UV Blue,1800,21.71,20,false
Logisys LT400GN,,https://pcpartpicker.com/product/FfXfrH/logisys-case-fan-lt400gn,80,Clear,1800,21.71,20,false
Logisys CF120GB,,https://pcpartpicker.com/product/q6JwrH/logisys-case-fan-cf120gb,120,Green,,44.71,26,false
Masscool BLD-12025V1,,https://pcpartpicker.com/product/jYkD4D/masscool-case-fan-bld12025v1,120,Clear,1500,60,23.5,false
Logisys SF140,,https://pcpartpicker.com/product/KJckcf/logisys-sf140-718-cfm-140-mm-fan-sf140,140,Black / Blue,"700,1200",71.8,"17.6,26.7",false
Logisys LT80UVRD,,https://pcpartpicker.com/product/9sDwrH/logisys-case-fan-lt80uvrd,80,Red,1800,21.71,20,false
Logisys LT80UVGN,,https://pcpartpicker.com/product/RL3RsY/logisys-case-fan-lt80uvgn,80,Green,1800,21.71,20,false
Masscool FD12038S1M3/4,,https://pcpartpicker.com/product/BfQypg/masscool-fd12038s1m34-10754-cfm-120-mm-fan-fd12038s1m34,120,Black,2700,107.54,41.51,false
Masscool FDC14025S1L,,https://pcpartpicker.com/product/rJckcf/masscool-fdc14025s1l-5712-cfm-140-mm-fan-fdc14025s1l,140,Clear,1500,57.12,24.7,false
Nexus DF1209SL-3,,https://pcpartpicker.com/product/vzQypg/nexus-df1209sl-3-27-cfm-92-mm-fan-df1209sl-3,92,White,1500,27,19.2,false
Nexus D12SL-12BL,,https://pcpartpicker.com/product/hnxfrH/nexus-case-fan-d12sl12bl,120,Clear,1000,36.86,18,false
Rosewill RFA-120-BL,,https://pcpartpicker.com/product/gYkD4D/rosewill-case-fan-rfa120bl,120,Blue,2000,74.48,29.28,false
Prolimatech Vortex,,https://pcpartpicker.com/product/HVkD4D/prolimatech-case-fan-prorv14led,140,Red,1000,87,18.1,false
Prolimatech Vortex,,https://pcpartpicker.com/product/vL3RsY/prolimatech-case-fan-prorv12led,120,Red,"1200,1600",72.67,29.1,false
Prolimatech Vortex,,https://pcpartpicker.com/product/hsDwrH/prolimatech-pro-bv14-87-cfm-140-mm-fan-pro-bv14,140,Blue,1000,87,18.1,false
Prolimatech Vortex,,https://pcpartpicker.com/product/XXDwrH/prolimatech-pro-bv12-7267-cfm-120-mm-fan-pro-bv12,120,Blue,"1200,1600",72.67,29.1,false
Silverstone Air Penetrator,,https://pcpartpicker.com/product/CBkD4D/silverstone-ap121-3536-cfm-120-mm-fan-ap121,120,Clear,1500,35.36,22.4,false
Rosewill RFA-80-RL,,https://pcpartpicker.com/product/9xphP6/rosewill-case-fan-rfa80rl,80,Red,2500,33.21,22.41,false
Rosewill RFA-80-K,,https://pcpartpicker.com/product/tXDwrH/rosewill-rfa-80-k-3321-cfm-80-mm-fan-rfa-80-k,80,Black,2500,33.21,22.41,false
