name,price,href,capacity,price_per_gb,type,cache,form_factor,interface
Apacer AS350 PANTHER,,https://pcpartpicker.com/product/PYTp99/apacer-as350-panther-1-tb-25-solid-state-drive-ap1tbas350-1,1000,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi A7K1000-1000,30,https://pcpartpicker.com/product/wNV48d/hitachi-internal-hard-drive-hua721010kla330,1000,0.03,7200,32,3.5,SATA 3.0 Gb/s
Seagate SkyHawk Surveillance,69.99,https://pcpartpicker.com/product/jYNxFT/seagate-skyhawk-surveillance-2-tb-35-7200rpm-internal-hard-drive-st2000vx015,2000,0.035,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Black SN750,309.99,https://pcpartpicker.com/product/9zQG3C/western-digital-wd_black-sn750-2-tb-m2-2280-nvme-solid-state-drive-wds200t3xhc,2000,0.155,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend TS64GSSD370S,47.99,https://pcpartpicker.com/product/DcYWGX/transcend-internal-hard-drive-ts64gssd370s,64,0.75,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2241,,https://pcpartpicker.com/product/j99wrH/pny-cs2241-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-m280cs2241-2tb-cl,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,80,https://pcpartpicker.com/product/VFkD4D/seagate-internal-hard-drive-st31000528as,1000,0.08,7200,32,3.5,SATA 3.0 Gb/s
Lenovo S4520,,https://pcpartpicker.com/product/dBtLrH/lenovo-s4520-384-tb-25-solid-state-drive-4xb7a17104,3840,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,,https://pcpartpicker.com/product/sXDwrH/western-digital-internal-hard-drive-wd20ezrx,2000,,5400,64,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,742,https://pcpartpicker.com/product/8QrmP6/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0115,8000,0.093,7200,256,3.5,SATA 6.0 Gb/s
Western Digital SN530,,https://pcpartpicker.com/product/NmddnQ/western-digital-sn530-1024-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-sdbpnpz-1t00,1024,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar DC HC530,,https://pcpartpicker.com/product/9DpzK8/hitachi-ultrastar-dc-hc530-14-tb-35-7200-rpm-internal-hard-drive-0f31283,14000,,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44Q,,https://pcpartpicker.com/product/7mRYcf/teamgroup-t-force-cardea-z44q-4-tb-m2-2280-nvme-solid-state-drive-tm8fpq004t0c327,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,42.99,https://pcpartpicker.com/product/VxvdnQ/western-digital-blue-sa510-250-gb-25-solid-state-drive-wds250g3b0a,250,0.172,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST2000NX0253,123.98,https://pcpartpicker.com/product/VpgPxr/seagate-internal-hard-drive-st2000nx0253,2000,0.062,7200,128,2.5,SATA 6.0 Gb/s
Intel 545s,,https://pcpartpicker.com/product/sDqhP6/intel-545s-256gb-m2-2280-solid-state-drive-ssdsckkw256g8x1,256,,SSD,,M.2-2280,M.2 SATA
Seagate Nytro Enterprise,1250,https://pcpartpicker.com/product/BVkj4D/seagate-nytro-enterprise-192-tb-25-solid-state-drive-xa1920me10063,1920,0.651,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE3100TNTD,,https://pcpartpicker.com/product/nKDkcf/gigabyte-gp-gsm2ne3100tntd-1-tb-m2-2280-nvme-solid-state-drive-gp-gsm2ne3100tntd,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
GOODRAM CL100 gen.3,,https://pcpartpicker.com/product/nKC48d/goodram-cl100-gen3-240-gb-25-solid-state-drive-ssdpr-cl100-240-g3,240,,SSD,,2.5,SATA 6.0 Gb/s
KIOXIA BG5,,https://pcpartpicker.com/product/JDjRsY/kioxia-bg5-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-kbg50znv512g,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST1000DM004,,https://pcpartpicker.com/product/pJbkcf/seagate-internal-hard-drive-st1000dm004,1000,,7200,64,3.5,SATA 6.0 Gb/s
Toshiba P300,,https://pcpartpicker.com/product/Jjp323/toshiba-internal-hard-drive-hdwd110xzsta,1000,,7200,64,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S5,,https://pcpartpicker.com/product/zv8j4D/adata-xpg-gammix-s5-512-gb-m2-2280-solid-state-drive-agammixs5-512gt-c,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC2500,,https://pcpartpicker.com/product/D3Dkcf/kingston-kc2500-1-tb-m2-2280-nvme-solid-state-drive-skc2500m81000g,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS350 PANTHER,,https://pcpartpicker.com/product/dgwypg/apacer-as350-panther-512-gb-25-solid-state-drive-ap512gas350-1,512,,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3040,74,https://pcpartpicker.com/product/Y4pzK8/pny-xlr8-cs03040-500-gb-m2-2280-nvme-solid-state-drive-m280cs3040-500-rb,500,0.148,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Create Classic,64.98,https://pcpartpicker.com/product/gpH7YJ/teamgroup-t-create-classic-1-tb-m2-2280-nvme-solid-state-drive-tm8fpe001t0c611,1000,0.065,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,92,https://pcpartpicker.com/product/7fDQzy/western-digital-purple-4-tb-35-5400-rpm-internal-hard-drive-wd43purz,4000,0.023,5400,256,3.5,SATA 6.0 Gb/s
Lexar NS100,,https://pcpartpicker.com/product/qJcG3C/lexar-ns100-128-gb-25-solid-state-drive-lns100-128rb,128,,SSD,,2.5,SATA 6.0 Gb/s
PNY CS3150 RGB,179.99,https://pcpartpicker.com/product/pYqrxr/pny-cs3150-rgb-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-m280cs3150xhs-1tb-rb,1000,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Mushkin Vortex Redline,,https://pcpartpicker.com/product/JFhFf7/mushkin-vortex-redline-512-gb-m2-2280-nvme-solid-state-drive-mknssdvt512gb-d8,512,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,142.9,https://pcpartpicker.com/product/4L3gXL/toshiba-n300-4-tb-35-7200rpm-internal-hard-drive-hdwg440uzsva,4000,0.036,7200,,3.5,SATA 6.0 Gb/s
Lexar NQ100,34.99,https://pcpartpicker.com/product/GLC48d/lexar-nq100-480-gb-25-solid-state-drive-lnq100x480g-rnnng,480,0.073,SSD,,2.5,SATA 6.0 Gb/s
Seagate Pipeline HD,,https://pcpartpicker.com/product/VYFPxr/seagate-internal-hard-drive-st3500312cs,500,,5900,8,3.5,SATA 3.0 Gb/s
Western Digital RE4,65,https://pcpartpicker.com/product/KzTmP6/western-digital-internal-hard-drive-wd1003fbyx,1000,0.065,7200,64,3.5,SATA 3.0 Gb/s
PNY CS2230,,https://pcpartpicker.com/product/6K88TW/pny-cs2230-500-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-m280cs2230-500-rb,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Gaming Performance Plus,92.99,https://pcpartpicker.com/product/rjddnQ/inland-gaming-performance-plus-1-tb-m2-2280-nvme-solid-state-drive-618996746248,1000,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Premier SP550,,https://pcpartpicker.com/product/qf98TW/a-data-internal-hard-drive-asp550ss3120gmc,120,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force MP500,,https://pcpartpicker.com/product/g8mxFT/corsair-force-mp500-480gb-m2-2280-solid-state-drive-cssd-f480gbmp500,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Ultra,,https://pcpartpicker.com/product/YzvdnQ/sandisk-ultra-1-tb-m2-2280-nvme-solid-state-drive-sdssdh3n-1t00-g25,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA EXCERIA PLUS G2,,https://pcpartpicker.com/product/QfbTwP/kioxia-exceria-plus-g2-500-gb-m2-2280-nvme-solid-state-drive-lrd20z500gg8,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,141.98,https://pcpartpicker.com/product/Ld6p99/western-digital-red-plus-6-tb-35-5640-rpm-internal-hard-drive-wd60efzx,6000,0.024,5640,128,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,198.99,https://pcpartpicker.com/product/b3dxFT/western-digital-red-pro-6tb-35-7200rpm-internal-hard-drive-wd6003ffbx,6000,0.033,7200,256,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S50 Lite,211.21,https://pcpartpicker.com/product/Wg2bt6/adata-xpg-gammix-s50-lite-1-tb-m2-2280-nvme-solid-state-drive-agammixs50l-1t-c,1000,0.211,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3040,289.99,https://pcpartpicker.com/product/WRGbt6/pny-xlr8-cs03040-2-tb-m2-2280-nvme-solid-state-drive-m280cs3040-2tb-rb,2000,0.145,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot VPN100,,https://pcpartpicker.com/product/GHdxFT/patriot-vpn100-512-gb-m2-2280-solid-state-drive-vpn100-512gm28h,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,146,https://pcpartpicker.com/product/xHzZxr/toshiba-internal-hard-drive-hdwe140xzsta,4000,0.036,7200,128,3.5,SATA 6.0 Gb/s
HP EX900 Plus,31.99,https://pcpartpicker.com/product/g2JgXL/hp-ex900-plus-256-gb-m2-2280-nvme-solid-state-drive-35m32aaaba,256,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-FORCE Z44A7,,https://pcpartpicker.com/product/B9dG3C/teamgroup-t-force-z44a7-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpv001t0c129,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Netac NV7000-t,80.98,https://pcpartpicker.com/product/V4NYcf/netac-nv7000-t-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv7000t-1t0-e4x,1000,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,59.99,https://pcpartpicker.com/product/m6fp99/western-digital-internal-hard-drive-wd6400aaks,640,0.094,7200,16,3.5,SATA 3.0 Gb/s
Hitachi Ultrastar 7K3000,87.07,https://pcpartpicker.com/product/LQTmP6/hitachi-internal-hard-drive-0f12455,2000,0.044,7200,64,3.5,SATA 6.0 Gb/s
PNY CS900,,https://pcpartpicker.com/product/Pzkj4D/pny-cs900-480gb-25-solid-state-drive-ssd7cs900-480-pb,480,,SSD,,2.5,SATA 6.0 Gb/s
Klevv CRAS C930,129.99,https://pcpartpicker.com/product/VnNYcf/klevv-cras-c930-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k02tbm2sp0-c93,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint F4,,https://pcpartpicker.com/product/XyPfrH/samsung-internal-hard-drive-hd204ui,2000,,5400,32,3.5,SATA 3.0 Gb/s
Samsung 840,,https://pcpartpicker.com/product/nTQypg/samsung-internal-hard-drive-mz7td120bw,120,,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX300,,https://pcpartpicker.com/product/NLs8TW/crucial-mx300-750gb-25-solid-state-drive-ct750mx300ssd1,750,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,,https://pcpartpicker.com/product/39Nv6h/western-digital-purple-2tb-35-5400rpm-internal-hard-drive-wd20purz,2000,,5400,64,3.5,SATA 6.0 Gb/s
Seagate BarraCuda 510,,https://pcpartpicker.com/product/fW9tt6/seagate-barracuda-510-1-tb-m2-2280-nvme-solid-state-drive-zp1000cm3a001,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM610,,https://pcpartpicker.com/product/brWBD3/lexar-nm610-1-tb-m2-2280-nvme-solid-state-drive-lnm610-1trbna,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Swordfish,,https://pcpartpicker.com/product/y43mP6/adata-swordfish-1-tb-m2-2280-nvme-solid-state-drive-aswordfish-1t-c,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P5,,https://pcpartpicker.com/product/cv7p99/crucial-p5-250-gb-m2-2280-nvme-solid-state-drive-ct250p5ssd8,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS350 PANTHER,,https://pcpartpicker.com/product/ssZ9TW/apacer-as350-panther-256-gb-25-solid-state-drive-ap256gas350-1,256,,SSD,,2.5,SATA 6.0 Gb/s
KingSpec P3,,https://pcpartpicker.com/product/TRcG3C/kingspec-p3-1-tb-25-solid-state-drive-p3-1tb,1000,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple Pro,227.99,https://pcpartpicker.com/product/72LFf7/western-digital-8-tb-35-7200rpm-internal-hard-drive-wd8001purp,8000,0.028,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Purple Pro,242,https://pcpartpicker.com/product/47ytt6/western-digital-10-tb-35-7200rpm-internal-hard-drive-wd101purp,10000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,159.99,https://pcpartpicker.com/product/3Zt9TW/seagate-ironwolf-nas-6-tb-35-5400-rpm-internal-hard-drive-st6000vn006,6000,0.027,5400,256,3.5,SATA 6.0 Gb/s
Western Digital WDBMMA0030HNC-NRSN,53.72,https://pcpartpicker.com/product/bR2kcf/western-digital-internal-hard-drive-wdbmma0030hncnrsn,3000,0.018,5400,64,3.5,SATA 6.0 Gb/s
Seagate Exos X18,344.45,https://pcpartpicker.com/product/kKGhP6/seagate-exos-x18-12-tb-35-7200-rpm-internal-hard-drive-st12000nm001j,12000,0.029,7200,512,3.5,SATA 6.0 Gb/s
Oyen Digital E18-8TBICS5,869,https://pcpartpicker.com/product/xbTZxr/oyen-digital-e18-8tbics5-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-e18-8tbics5,8000,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Aluminum,81.99,https://pcpartpicker.com/product/3nCZxr/teamgroup-t-force-g70-pro-aluminum-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffh001t0c128,1000,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM S270,30.66,https://pcpartpicker.com/product/nd8bt6/msi-spatium-s270-240-gb-25-solid-state-drive-spatium-s270-240gb,240,0.128,SSD,,2.5,SATA 6.0 Gb/s
Apacer AS2280P4,,https://pcpartpicker.com/product/2TBG3C/apacer-as2280p4-1-tb-m2-2280-nvme-solid-state-drive-ap1tbas2280p4-1,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Green,,https://pcpartpicker.com/product/BNh9TW/seagate-internal-hard-drive-st2000dl003,2000,,5900,64,3.5,SATA 6.0 Gb/s
SanDisk Solid State Drive,,https://pcpartpicker.com/product/97V48d/sandisk-internal-hard-drive-sdssdp128gg25,128,,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX200,,https://pcpartpicker.com/product/KzyxFT/crucial-internal-hard-drive-ct250mx200ssd1,250,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750,,https://pcpartpicker.com/product/R37v6h/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3xhc,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel MEMPEK1J032GAXT,,https://pcpartpicker.com/product/c32bt6/intel-32-gb-m2-2280-nvme-solid-state-drive-mempek1j032gaxt,32,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Toshiba XG6,,https://pcpartpicker.com/product/vbLFf7/toshiba-xg6-256-gb-m2-2280-nvme-solid-state-drive-kxg60znv256g,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S770,,https://pcpartpicker.com/product/HYqrxr/fanxiang-s770-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-2tb-ssd-m2-s770,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Ultrastar,231.99,https://pcpartpicker.com/product/KpbCmG/western-digital-ultrastar-8-tb-35-7200rpm-internal-hard-drive-hus728t8tale6l4,8000,0.029,7200,,3.5,SATA 6.0 Gb/s
VisionTek PRO,,https://pcpartpicker.com/product/cWF48d/visiontek-pro-240-gb-25-solid-state-drive-901167,240,,SSD,,2.5,SATA 6.0 Gb/s
Inland Gaming Performance Plus,149.99,https://pcpartpicker.com/product/2c8bt6/inland-gaming-performance-plus-2-tb-m2-2280-nvme-solid-state-drive-618996746255,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Constellation ES.3,139.99,https://pcpartpicker.com/product/qnxfrH/seagate-internal-hard-drive-st4000nm0033,4000,0.035,7200,128,3.5,SATA 6.0 Gb/s
Western Digital Red,102.98,https://pcpartpicker.com/product/9wW9TW/western-digital-internal-hard-drive-wd20efrx,2000,0.051,5400,64,3.5,SATA 6.0 Gb/s
Samsung MZVPV512HDGL-00000,99,https://pcpartpicker.com/product/Tf98TW/samsung-512-gb-m2-2280-nvme-solid-state-drive-mzvpv512hdgl-00000,512,0.193,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte GP-GSTFS31256GTND,30.54,https://pcpartpicker.com/product/v9YLrH/gigabyte-256gb-25-solid-state-drive-gp-gstfs31256gtnd,256,0.119,SSD,,2.5,SATA 6.0 Gb/s
Inland Platinum,295,https://pcpartpicker.com/product/R4NxFT/inland-platinum-2-tb-m2-2280-nvme-solid-state-drive-2tb-nvme-qlc-v2,2000,0.147,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,79,https://pcpartpicker.com/product/kvH323/western-digital-internal-hard-drive-wd30purx,3000,0.026,5400,64,3.5,SATA 6.0 Gb/s
Samsung 860 Pro,275,https://pcpartpicker.com/product/Yk97YJ/samsung-860-pro-256gb-25-solid-state-drive-mz-76p256bw,256,1.074,SSD,512,2.5,SATA 6.0 Gb/s
ADATA Swordfish,84.9,https://pcpartpicker.com/product/sXqBD3/adata-swordfish-500-gb-m2-2280-nvme-solid-state-drive-aswordfish-500g-c,500,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WDS100T1XHE w/Heatsink,139,https://pcpartpicker.com/product/PwNgXL/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wds100t1xhe,1000,0.139,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Netac NV7000,78.84,https://pcpartpicker.com/product/XdmNnQ/netac-nv7000-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv7000-1t0-e4x,1000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,76.02,https://pcpartpicker.com/product/86fp99/western-digital-internal-hard-drive-wd5000aaks,500,0.152,7200,16,3.5,SATA 3.0 Gb/s
Silicon Power Slim S55,23.77,https://pcpartpicker.com/product/cW38TW/silicon-power-internal-hard-drive-sp240gbss3s55s25,240,0.099,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z44L,,https://pcpartpicker.com/product/fmWzK8/team-t-force-cardea-z44l-500-gb-m2-2280-nvme-solid-state-drive-tm8fpl500g0c127,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Nextorage NEM-PA,,https://pcpartpicker.com/product/PmbTwP/nextorage-nem-pa-1-tb-m2-2280-nvme-solid-state-drive-nem-pa1tb,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM7,,https://pcpartpicker.com/product/YPKscf/acer-predator-gm7-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-bl9bwwr118,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Scorpio Blue,,https://pcpartpicker.com/product/hV8Zxr/western-digital-internal-hard-drive-wd10tpvt,1000,,5200,8,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,,https://pcpartpicker.com/product/kLmLrH/seagate-internal-hard-drive-st31000524as,1000,,7200,32,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,59,https://pcpartpicker.com/product/vnDwrH/seagate-internal-hard-drive-st320dm000,320,0.184,7200,16,3.5,SATA 6.0 Gb/s
MSI SPATIUM M480,,https://pcpartpicker.com/product/Zjstt6/msi-spatium-m480-2-tb-m2-2280-nvme-solid-state-drive-sm480n2tb,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,,https://pcpartpicker.com/product/C9gFf7/teamgroup-t-force-delta-tuf-gaming-alliance-rgb-1-tb-25-solid-state-drive-t253tt001t3c313,1000,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple Pro,369,https://pcpartpicker.com/product/RY8bt6/western-digital-18-tb-35-7200rpm-internal-hard-drive-wd181purp,18000,0.02,7200,512,3.5,SATA 6.0 Gb/s
Netac NV7000,125.43,https://pcpartpicker.com/product/hdmNnQ/netac-nv7000-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv7000-2t0-e4x,2000,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S60 Blade,142.99,https://pcpartpicker.com/product/FVTZxr/adata-xpg-gammix-s60-blade-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-agammixs60-2t-cs,2000,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Leven JM600,20.99,https://pcpartpicker.com/product/qMPQzy/leven-jm600-256-gb-m2-2280-sata-solid-state-drive-jm600m2-2280256gb,256,0.082,SSD,,M.2-2280,M.2 SATA
Corsair MP400,439,https://pcpartpicker.com/product/4QrYcf/corsair-mp400-4-tb-m2-2280-nvme-solid-state-drive-cssd-f4000gbmp400,4000,0.11,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Nytro Enterprise,,https://pcpartpicker.com/product/2tZFf7/seagate-nytro-enterprise-1536-tb-25-solid-state-drive-xs15360se70103,15360,,SSD,,2.5,SAS 12.0 Gb/s
Western Digital Scorpio Blue,22.33,https://pcpartpicker.com/product/7zrG3C/western-digital-internal-hard-drive-wd1600bevt,160,0.14,5400,8,2.5,SATA 3.0 Gb/s
Western Digital Black,278.5,https://pcpartpicker.com/product/bGZ2FT/western-digital-black-6tb-35-7200rpm-internal-hard-drive-wd6002fzwx,6000,0.046,7200,128,3.5,SATA 6.0 Gb/s
Seagate Momentus 5400.6,32,https://pcpartpicker.com/product/YtDwrH/seagate-internal-hard-drive-st9500325as,500,0.064,5400,8,2.5,SATA 3.0 Gb/s
Intel DC S3700,100,https://pcpartpicker.com/product/mTQypg/intel-internal-hard-drive-ssdsc2ba100g301,100,1,SSD,,2.5,SATA 6.0 Gb/s
Samsung SM961,,https://pcpartpicker.com/product/Jn648d/samsung-sm961-1tb-m2-2280-solid-state-drive-mzvkw1t0hmlh-00000,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red,119,https://pcpartpicker.com/product/QFH8TW/western-digital-red-3-tb-35-5400rpm-internal-hard-drive-wd30efax,3000,0.04,5400,256,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,,https://pcpartpicker.com/product/KX7CmG/seagate-barracuda-pro-2tb-35-7200rpm-internal-hard-drive-st2000dm009,2000,,7200,128,3.5,SATA 6.0 Gb/s
Western Digital Green,,https://pcpartpicker.com/product/vBkj4D/western-digital-green-480-gb-25-solid-state-drive-wds480g2g0a,480,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,136.62,https://pcpartpicker.com/product/x6Jtt6/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0105,8000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4.0,30.5,https://pcpartpicker.com/product/3326Mp/sabrent-rocket-40-256-gb-m2-2230-pcie-40-x4-nvme-solid-state-drive-sb-2130-256,256,0.119,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Kingston KC600,101,https://pcpartpicker.com/product/8zVmP6/kingston-kc600-1024-tb-msata-solid-state-drive-skc600ms1024g,1024,0.099,SSD,,mSATA,mSATA
Sabrent Rocket,69.98,https://pcpartpicker.com/product/T2mmP6/sabrent-rocket-512-gb-m2-2242-nvme-solid-state-drive-sb-1342-512,512,0.137,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Seagate FireCuda 520 Rev 2.0,,https://pcpartpicker.com/product/nTFmP6/seagate-firecuda-520-rev-20-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp1000gv3a012,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red SN700,52.99,https://pcpartpicker.com/product/mVLFf7/western-digital-red-sn700-250-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-wds250g1r0c,250,0.212,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP EX900 Plus,46.99,https://pcpartpicker.com/product/qc8bt6/hp-ex900-plus-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-35m33aaaba,512,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2230,105.02,https://pcpartpicker.com/product/jqsV3C/pny-cs2230-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-m280cs2230-1tb-rb,1000,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV3000,,https://pcpartpicker.com/product/sPn9TW/netac-nv3000-500-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-nt01nv3000-500-e4x,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU635,34.99,https://pcpartpicker.com/product/W9jJ7P/adata-su635-480-gb-25-solid-state-drive-asu635ss-480gq-r,480,0.073,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power P34A80,,https://pcpartpicker.com/product/VXyqqs/silicon-power-p34a80-1-tb-m2-2280-nvme-solid-state-drive-su001tbp34a80m28ab,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk,75,https://pcpartpicker.com/product/qFBrxr/seagate-skyhawk-2tb-35-5900rpm-internal-hard-drive-st2000vx008,2000,0.037,5900,64,3.5,SATA 6.0 Gb/s
Seagate BarraCuda 120,,https://pcpartpicker.com/product/YxfFf7/seagate-barracuda-120-250-gb-25-solid-state-drive-za250cm1a003,250,,SSD,,2.5,SATA 6.0 Gb/s
PNY CS3140,,https://pcpartpicker.com/product/vbTZxr/pny-cs3140-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-m280cs3140-8tb-rb,8000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf,74.98,https://pcpartpicker.com/product/9FtLrH/seagate-ironwolf-1-tb-35-5400-rpm-internal-hard-drive-st1000vn008,1000,0.075,5400,256,3.5,SATA 6.0 Gb/s
Crucial MX100,,https://pcpartpicker.com/product/2gDwrH/crucial-internal-hard-drive-ct512mx100ssd1,512,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Ultra II,,https://pcpartpicker.com/product/vLCwrH/sandisk-internal-hard-drive-sdssdhii960gg25,960,,SSD,,2.5,SATA 6.0 Gb/s
