name,price,href,type,efficiency,wattage,modular,color
be quiet! Pure Power 9,,https://pcpartpicker.com/product/JjZ2FT/be-quiet-power-supply-bn267,ATX,silver,500,Semi,
Antec High Current Gamer,,https://pcpartpicker.com/product/2VMFf7/antec-power-supply-hcg850m,ATX,bronze,850,Semi,
FSP Group Hydro M Pro ATX3.0(PCIe5.0),,https://pcpartpicker.com/product/WFkH99/fsp-group-hydro-m-pro-atx30pcie50-800-w-80-bronze-certified-semi-modular-atx-power-supply-hp2-800m,ATX,bronze,800,Semi,Black
Cooler Master MWE Bronze,,https://pcpartpicker.com/product/tKKcCJ/cooler-master-mwe-bronze-450w-80-bronze-certified-atx-power-supply-mpx-4501-acaab-us,ATX,bronze,450,false,Black
Deepcool PN550D,,https://pcpartpicker.com/product/pB3NnQ/deepcool-pn550d-550-w-80-gold-certified-atx-power-supply-r-pn550d-fc0b-us,ATX,gold,550,false,Black
Thermalright TG,,https://pcpartpicker.com/product/2tkH99/thermalright-tg-1200-w-80-gold-certified-fully-modular-atx-power-supply-tg-1200,ATX,gold,1200,Full,Black
Silverstone ST75F-GS-V3,128.28,https://pcpartpicker.com/product/T7QcCJ/silverstone-st75f-gs-v3-750-w-80-gold-certified-fully-modular-atx-power-supply-sst-st75f-gs-v3,ATX,gold,750,Full,Black
FSP Group Hydro M Pro ATX3.0(PCIe5.0),,https://pcpartpicker.com/product/bbgrxr/fsp-group-hydro-m-pro-atx30pcie50-700-w-80-bronze-certified-semi-modular-atx-power-supply-hp2-700m,ATX,bronze,700,Semi,Black
FSP Group Hydro G Pro,,https://pcpartpicker.com/product/g6rYcf/fsp-group-hydro-g-pro-650-w-80-gold-certified-fully-modular-atx-power-supply-hg2-650,ATX,gold,650,Full,Black
Thermalright TPFX850,,https://pcpartpicker.com/product/8FV2FT/thermalright-tpfx850-850-w-80-platinum-certified-fully-modular-sfx-power-supply-tpfx850-w,SFX,platinum,850,Full,White
FSP Group FSP300-57FCB,,https://pcpartpicker.com/product/fXTzK8/fsp-group-300-w-80-gold-certified-fully-modular-flex-atx-power-supply-fsp300-57fcb,Flex ATX,gold,300,Full,Black
Silverstone DA550 Gold,,https://pcpartpicker.com/product/wnD7YJ/silverstone-da550-gold-550-w-80-gold-certified-fully-modular-atx-power-supply-sst-da550-g,ATX,gold,550,Full,Black / White
ADATA XPG KYBER,109.99,https://pcpartpicker.com/product/JTtLrH/adata-xpg-kyber-650-w-80-gold-certified-atx-power-supply-kyber650g-bkcus,ATX,gold,650,false,Black
SeaSonic SSP-300ST,,https://pcpartpicker.com/product/hgL7YJ/seasonic-power-supply-ssp300st,ATX,bronze,300,false,
Zalman ZM500-RS,,https://pcpartpicker.com/product/WvxfrH/zalman-power-supply-zm500rs,ATX,plus,500,false,
Phanteks AMP,,https://pcpartpicker.com/product/2RsV3C/phanteks-amp-1000-w-80-gold-certified-fully-modular-atx-power-supply-ph-p1000g_wt,ATX,gold,1000,Full,White
be quiet! Pure Power 11 FM 1000,,https://pcpartpicker.com/product/QnBG3C/be-quiet-pure-power-11-fm-1000-w-80-gold-certified-fully-modular-atx-power-supply-bn676,ATX,gold,1000,Full,Black
Cooler Master 500W MasterWatt Lite 230V,,https://pcpartpicker.com/product/K7QRsY/cooler-master-masterwatt-lite-230v-500w-80-certified-atx-power-supply-mpx-5001-acabw,ATX,plus,500,false,
Cooler Master MasterWatt Lite 600W Full Range,,https://pcpartpicker.com/product/kwdFf7/cooler-master-masterwatt-lite-full-range-600w-80-certified-atx-power-supply-mpx-6001-acaaw,ATX,plus,600,false,
Fractal Design Newton R3,,https://pcpartpicker.com/product/kVjG3C/fractal-design-power-supply-fdpsunt3b800w,ATX,platinum,800,Semi,
EVGA 700 GQ,,https://pcpartpicker.com/product/MCLdnQ/evga-700-gq-700-w-80-gold-certified-semi-modular-atx-power-supply-110-gq-0700-v7,ATX,gold,700,Semi,Black
be quiet! Dark Power Pro 11,,https://pcpartpicker.com/product/V7Wrxr/be-quiet-power-supply-bn254,ATX,platinum,1000,Semi,
be quiet! Dark Power Pro 11,,https://pcpartpicker.com/product/x4s8TW/be-quiet-power-supply-bn250,ATX,platinum,550,Semi,
Corsair VS600,,https://pcpartpicker.com/product/Z4Jkcf/corsair-vs-600w-80-certified-atx-power-supply-cp-9020119-na,ATX,plus,600,false,
Deepcool PQ650M,,https://pcpartpicker.com/product/fkZ9TW/deepcool-pq-m-650-w-80-gold-certified-fully-modular-atx-power-supply-r-pq650m-fa0b-us,ATX,gold,650,Full,Black
SilentiumPC Supremo L2 V2,,https://pcpartpicker.com/product/3Wwkcf/silentiumpc-supremo-l2-v2-550-w-80-gold-certified-atx-power-supply-spc139,ATX,gold,550,false,Black
be quiet! Straight Power 10 CM,,https://pcpartpicker.com/product/FykwrH/be-quiet-power-supply-bn237,ATX,gold,800,Semi,
In Win P75,139.97,https://pcpartpicker.com/product/gJrYcf/in-win-p75-750-w-80-gold-certified-fully-modular-atx-power-supply-iw-ps-p750w,ATX,gold,750,Full,Black
Cougar GEX X2,,https://pcpartpicker.com/product/dtHqqs/cougar-gex-x2-850-w-80-gold-certified-fully-modular-atx-power-supply-gex-x2-850,ATX,gold,850,Full,Black
Deepcool DQ750-M-V2L,,https://pcpartpicker.com/product/7fYmP6/deepcool-dq750-m-v2l-750-w-80-gold-certified-fully-modular-atx-power-supply-dp-dq750-m-v2l-wh,ATX,gold,750,Full,White / Black
In Win A55,,https://pcpartpicker.com/product/xLn9TW/in-win-a55-550-w-80-certified-atx-power-supply-iw-a550,ATX,plus,550,false,Black
BitFenix Formula Gold 550,,https://pcpartpicker.com/product/zBfmP6/bitfenix-formula-gold-550w-80-gold-certified-atx-power-supply-bp-fm550ulag-7r,ATX,gold,550,false,
SeaSonic PRIME SNOWSILENT,,https://pcpartpicker.com/product/dstQzy/seasonic-prime-snowsilent-550w-80-gold-certified-fully-modular-atx-power-supply-ssr-550gd2-snowsilent,ATX,gold,550,Full,White
SeaSonic X,,https://pcpartpicker.com/product/27xfrH/seasonic-power-supply-x1250,ATX,gold,1250,Full,
SeaSonic M12II,,https://pcpartpicker.com/product/4Vzv6h/seasonic-power-supply-s12ii430b,ATX,bronze,430,false,
Apevia ATX-CB700W,,https://pcpartpicker.com/product/JHH323/apevia-power-supply-atxcb700w,ATX,,700,false,
Cooler Master MWE Gold 750,,https://pcpartpicker.com/product/VmsmP6/cooler-master-mwe-gold-750-w-80-gold-certified-atx-power-supply-mpy7501acaagus,ATX,gold,750,false,Black
Segotep CP-PSU-ST-P750F,,https://pcpartpicker.com/product/drD7YJ/segotep-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-p750f,ATX,gold,750,Full,Black
Gigabyte AORUS ELITE P850,,https://pcpartpicker.com/product/LzDQzy/gigabyte-aorus-elite-p850-850-w-80-platinum-certified-fully-modular-atx-power-supply-gp-ae850pm-pg5,ATX,platinum,850,Full,Black
Silverstone Strider,,https://pcpartpicker.com/product/Dtckcf/silverstone-power-supply-st75fgs,ATX,gold,750,Full,
Thermaltake TR2,,https://pcpartpicker.com/product/8DYXsY/thermaltake-power-supply-tr700,ATX,,700,false,
be quiet! Pure Power L8,,https://pcpartpicker.com/product/7sR48d/be-quiet-pure-power-l8-500-w-80-bronze-certified-atx-power-supply-bn623,ATX,bronze,500,false,
EVGA 750 B3,,https://pcpartpicker.com/product/tjM323/evga-750-b3-850-w-80-bronze-certified-fully-modular-atx-power-supply-220-b3-0850-v1,ATX,bronze,850,Full,
be quiet! Pure Power L8,,https://pcpartpicker.com/product/4Hdqqs/be-quiet-pure-power-l8-350-w-80-bronze-certified-atx-power-supply-bn221,ATX,bronze,350,false,
Antec High Current Gamer Extreme,,https://pcpartpicker.com/product/d7dxFT/antec-high-current-gamer-extreme-1000w-80-gold-certified-fully-modular-atx-power-supply-hcg1000-extreme,ATX,gold,1000,Full,
RAIJINTEK AMPERE,114.9,https://pcpartpicker.com/product/n7zXsY/raijintek-ampere-850-w-80-platinum-certified-fully-modular-atx-power-supply-0r30b00014,ATX,platinum,850,Full,Black
In Win P130II,243.8,https://pcpartpicker.com/product/8mKscf/in-win-p130ii-1300-w-80-platinum-certified-fully-modular-atx-power-supply-iw-ps-pii1300w,ATX,platinum,1300,Full,Black
FSP Group FSP500-50FSPT,192,https://pcpartpicker.com/product/GQrcCJ/fsp-group-500-w-80-platinum-certified-flex-atx-power-supply-fsp500-50fspt,Flex ATX,platinum,500,false,
Thermaltake Toughpower PF3,,https://pcpartpicker.com/product/t8MMnQ/thermaltake-toughpower-pf3-750-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfapu-3,ATX,platinum,750,Full,Black
Cooler Master G Gold 550 V2,,https://pcpartpicker.com/product/sZV2FT/cooler-master-g-gold-550-v2-550-w-80-gold-certified-atx-power-supply-mpe-5502-acaag-us,ATX,gold,550,false,Black
Fractal Design Anode Bronze,174.25,https://pcpartpicker.com/product/Q8D7YJ/fractal-design-anode-bronze-750-w-80-bronze-certified-semi-modular-atx-power-supply-fd-p-aa1b-750,ATX,bronze,750,Semi,Black
Antec NE850G M,,https://pcpartpicker.com/product/N4YRsY/antec-ne850g-m-850-w-80-gold-certified-fully-modular-atx-power-supply-ne850g-m-white,ATX,gold,850,Full,White
Cooler Master V550,,https://pcpartpicker.com/product/9Gqbt6/cooler-master-power-supply-rs550afbag1us,ATX,gold,550,Full,
Corsair Vengeance 400,,https://pcpartpicker.com/product/fyhj4D/corsair-vengeance-400-400-w-80-bronze-certified-atx-power-supply-cp-9020106-de,ATX,bronze,400,false,
"FSP Group Hydro Ti PRO,Gen 5",,https://pcpartpicker.com/product/TP88TW/fsp-group-hydro-ti-progen-5-850-w-80-titanium-certified-fully-modular-atx-power-supply-hti-850mgen5,ATX,titanium,850,Full,Black
GameMax GP,,https://pcpartpicker.com/product/KtpmP6/gamemax-gp-500-w-80-bronze-certified-atx-power-supply-gp-500,ATX,bronze,500,false,Black
Gigabyte GreenMax Plus,,https://pcpartpicker.com/product/3GyFf7/gigabyte-power-supply-gzems55ac1,ATX,bronze,550,false,
SeaSonic CORE GX-500,,https://pcpartpicker.com/product/JnGbt6/seasonic-core-gx-500-500-w-80-gold-certified-fully-modular-atx-power-supply-core-gx-500,ATX,gold,500,Full,Black / Gold
FSP Group Hyper M,,https://pcpartpicker.com/product/JctKHx/fsp-group-hyper-m-700-w-80-certified-semi-modular-atx-power-supply-mf700ms,ATX,plus,700,Semi,Black
PC Power & Cooling Silencer Mk II,,https://pcpartpicker.com/product/X6tCmG/pc-power--cooling-power-supply-ppcmk2s950,ATX,silver,950,false,
Silverstone VIVA,,https://pcpartpicker.com/product/pXsV3C/silverstone-viva-750-w-80-gold-certified-atx-power-supply-sst-va750-g,ATX,gold,750,false,Black
SeaSonic G,,https://pcpartpicker.com/product/dTK7YJ/seasonic-power-supply-ssr360gp,ATX,gold,360,false,
Antec EARTHWATTS GOLD PRO 550,,https://pcpartpicker.com/product/z9CD4D/antec-earthwatts-gold-pro-550w-80-gold-certified-semi-modular-atx-power-supply-ea550g-pro,ATX,gold,550,Semi,Black
Silverstone Strider,,https://pcpartpicker.com/product/Rfw323/silverstone-power-supply-st65fg,ATX,gold,650,Full,
EVGA W3,,https://pcpartpicker.com/product/bQgFf7/evga-w3-600-w-80-certified-atx-power-supply-100-w3-0600-k1,ATX,plus,600,false,Black
EVGA GE,,https://pcpartpicker.com/product/ydDQzy/evga-ge-500-w-80-gold-certified-atx-power-supply-200-ge-0500-v1,ATX,gold,500,false,Black
In Win P85,150,https://pcpartpicker.com/product/q3TzK8/in-win-p85-850-w-80-gold-certified-fully-modular-atx-power-supply-iw-ps-p850w,ATX,gold,850,Full,Black
Thermalright TP,,https://pcpartpicker.com/product/FBFmP6/thermalright-tp-1000-w-80-platinum-certified-fully-modular-atx-power-supply-tp-1000,ATX,platinum,1000,Full,Black
Athena Power AP-MFATX40P8,117.51,https://pcpartpicker.com/product/tqvRsY/athena-power-power-supply-apmfatx40p8,Flex ATX,bronze,400,false,
YEYIAN Raiden,,https://pcpartpicker.com/product/ZGgrxr/yeyian-raiden-750-w-80-bronze-certified-atx-power-supply-yfb-75000-01,ATX,bronze,750,false,Black
GameMax GT,,https://pcpartpicker.com/product/RWbCmG/gamemax-gt-300-w-80-bronze-certified-tfx-power-supply-gt-300,TFX,bronze,300,false,Silver
Antec Signature,,https://pcpartpicker.com/product/dTqBD3/antec-signature-1000-w-80-titanium-certified-fully-modular-atx-power-supply-st1000,ATX,titanium,1000,Full,Black / Silver
CoolMax ZX-700,74.16,https://pcpartpicker.com/product/PcXfrH/coolmax-power-supply-zx700,ATX,plus,700,false,
Corsair CX-500 V3,,https://pcpartpicker.com/product/qrH48d/corsair-power-supply-cmpsu500cxv3,ATX,bronze,500,false,
be quiet! Dark Power Pro 11,,https://pcpartpicker.com/product/MXbkcf/be-quiet-power-supply-bn252,ATX,platinum,750,Semi,
Thermaltake Toughpower iRGB PLUS 750,219.99,https://pcpartpicker.com/product/NWGnTW/thermaltake-toughpower-irgb-plus-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpi-0750f3fdgu-1,ATX,gold,750,Full,Black
SilentiumPC Vero L3,,https://pcpartpicker.com/product/YyjRsY/silentiumpc-vero-l3-700-w-80-bronze-certified-atx-power-supply-spc267,ATX,bronze,700,false,Black
Rosewill Capstone,,https://pcpartpicker.com/product/J7xfrH/rosewill-power-supply-capstone550,ATX,gold,550,false,
SeaSonic X,,https://pcpartpicker.com/product/PFV48d/seasonic-power-supply-x1050,ATX,gold,1050,Full,
Cooler Master GX,,https://pcpartpicker.com/product/sCh9TW/cooler-master-power-supply-rs750acaae3us,ATX,bronze,750,false,
OCZ ModXStream Pro,,https://pcpartpicker.com/product/8qn2FT/ocz-power-supply-ocz700mxsp,ATX,plus,700,Semi,
Thermaltake Toughpower iRGB PLUS 1200 Platinum,,https://pcpartpicker.com/product/27RzK8/thermaltake-toughpower-irgb-plus-1200-platinum-1200-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpi-1200f2fdpu-1,ATX,platinum,1200,Full,Black
Super Flower Legion GX Pro,,https://pcpartpicker.com/product/vcZzK8/super-flower-legion-gx-pro-650-w-80-gold-certified-semi-modular-atx-power-supply-sf-650p14xe,ATX,gold,650,Semi,Black
Antec NeoECO 750 Gold,,https://pcpartpicker.com/product/NBQG3C/antec-neoeco-gold-750-w-80-gold-certified-semi-modular-atx-power-supply-ne750g,ATX,gold,750,Semi,Black
Montech GAMMA II,,https://pcpartpicker.com/product/r3qBD3/montech-gamma-ii-750-w-80-gold-certified-atx-power-supply-gamma-ii-750,ATX,gold,750,false,Black
Cooler Master MWE White V2 230V,,https://pcpartpicker.com/product/tJNgXL/cooler-master-mwe-white-v2-230v-450-w-80-certified-atx-power-supply-mpe-4501-acaaw-eu,ATX,plus,450,false,Black
Cooler Master i500,,https://pcpartpicker.com/product/YwxfrH/cooler-master-power-supply-rs500acaab1us,ATX,bronze,500,false,
Cooler Master Silent Pro M2,,https://pcpartpicker.com/product/pBCwrH/cooler-master-power-supply-rs720spm2d3us,ATX,bronze,720,Semi,
Raidmax Cobra,,https://pcpartpicker.com/product/7k4gXL/raidmax-power-supply-rx700acb,ATX,bronze,700,false,
Enermax EMG900EWT,,https://pcpartpicker.com/product/PMtCmG/enermax-power-supply-emg900ewt,ATX,gold,900,Full,
Corsair TX650 V2,,https://pcpartpicker.com/product/Z4fp99/corsair-power-supply-cmpsu650txv2,ATX,bronze,650,false,
ADATA XPG PYLON,,https://pcpartpicker.com/product/nkvqqs/adata-xpg-pylon-450-w-80-bronze-certified-atx-power-supply-pylon450b-bkcus,ATX,bronze,450,false,Black
Cooler Master Elite V2,,https://pcpartpicker.com/product/hYyFf7/cooler-master-elite-v2-550-w-atx-power-supply-rs550-pcarn1-us,ATX,,550,false,
be quiet! Power Zone 750W,,https://pcpartpicker.com/product/MzqdnQ/be-quiet-power-supply-bn211,ATX,bronze,750,Full,
Fractal Design Integra R2,,https://pcpartpicker.com/product/gxphP6/fractal-design-power-supply-fdpsuin2b500w,ATX,bronze,500,false,
FSP Group FSP400-60GHS(85)-R,,https://pcpartpicker.com/product/gwsKHx/fsp-group-power-supply-fsp40060ghs85r,SFX,bronze,400,false,
Cooler Master XG850,,https://pcpartpicker.com/product/nWxRsY/cooler-master-xg850-850-w-80-platinum-certified-fully-modular-atx-power-supply-mpg-8501-afbap-us,ATX,platinum,850,Full,Black
YEYIAN Raiden RGB,69.98,https://pcpartpicker.com/product/zCWJ7P/yeyian-raiden-rgb-650-w-80-bronze-certified-atx-power-supply-yfr-46201,ATX,bronze,650,false,Black
SHARKOON Rebel P20 SFX,,https://pcpartpicker.com/product/GCHqqs/sharkoon-rebel-p20-sfx-850-w-80-platinum-certified-fully-modular-sfx-power-supply-rebel-p20-sfx-850,SFX,platinum,850,Full,Black
Silverstone ST85F-GS-V2,129.99,https://pcpartpicker.com/product/JNH8TW/silverstone-strider-gold-s-v2-850-w-80-gold-certified-fully-modular-atx-power-supply-sst-st85f-gs-v2,ATX,gold,850,Full,
LC-Power LC6650 V2.3,,https://pcpartpicker.com/product/3xgFf7/lc-power-lc6-v23-650-w-80-bronze-certified-atx-power-supply-lc6650v23,ATX,bronze,650,false,Black
be quiet! Pure Power 10,,https://pcpartpicker.com/product/YBp323/be-quiet-pure-power-10-400w-80-silver-certified-atx-power-supply-bn272,ATX,silver,400,false,
Antec VP650P,,https://pcpartpicker.com/product/Tf7CmG/antec-power-supply-vp650p,ATX,,650,false,
SeaSonic M12II,,https://pcpartpicker.com/product/TBK7YJ/seasonic-power-supply-ss650am,ATX,bronze,650,Semi,
Enermax EPR525AWT_II,,https://pcpartpicker.com/product/pnvRsY/enermax-power-supply-epr525awtii,ATX,bronze,525,false,
Silverstone SFX,,https://pcpartpicker.com/product/rB3RsY/silverstone-power-supply-st45sf,SFX,bronze,450,false,
Thermaltake TR2,,https://pcpartpicker.com/product/hNmLrH/thermaltake-power-supply-tr800p,ATX,plus,800,false,
be quiet! System Power U9,,https://pcpartpicker.com/product/BCHRsY/be-quiet-system-power-u9-600-w-80-bronze-certified-atx-power-supply-bn288,ATX,bronze,600,false,Black
Thermaltake Toughpower iRGB PLUS 1000 Platinum,,https://pcpartpicker.com/product/rVWfrH/thermaltake-toughpower-irgb-plus-1000-platinum-1000-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpi-1050f2fdpu-1,ATX,platinum,1000,Full,Black
Super Flower Legion GX Pro,,https://pcpartpicker.com/product/XNkgXL/super-flower-legion-gx-pro-750-w-80-gold-certified-semi-modular-atx-power-supply-sf-750p14xe,ATX,gold,750,Semi,Black
Antec NeoECO V2,,https://pcpartpicker.com/product/9qt9TW/antec-neoeco-v2-650-w-80-bronze-certified-semi-modular-atx-power-supply-ne650m-v2,ATX,bronze,650,Semi,Black
BitFenix Whisper M,,https://pcpartpicker.com/product/wmJkcf/bitfenix-whisper-m-750w-80-gold-certified-fully-modular-atx-power-supply-bp-wg750umag-7fm,ATX,gold,750,Full,
Cooler Master Elite,,https://pcpartpicker.com/product/nTK7YJ/cooler-master-power-supply-rs460psari3,ATX,,460,false,
GAMDIAS ASTRAPE M1 B,,https://pcpartpicker.com/product/pN448d/gamdias-astrape-m1-b-750-w-80-bronze-certified-atx-power-supply-astrape-m1-750b,ATX,bronze,750,false,Black / Multicolor
Zalman zm-750-XG,,https://pcpartpicker.com/product/FWH323/zalman-power-supply-zm750xg,ATX,gold,750,Semi,
Xigmatek Vector,,https://pcpartpicker.com/product/32h9TW/xigmatek-power-supply-vectorg750,ATX,gold,750,Semi,
Ultra LSP750,,https://pcpartpicker.com/product/Rcdqqs/ultra-power-supply-lsp750,ATX,,750,false,
ADATA XPG CYBERCORE II,259.99,https://pcpartpicker.com/product/FChv6h/adata-xpg-cybercore-ii-1300-w-80-platinum-certified-fully-modular-atx-power-supply-cybercoreii1300p-bkcus,ATX,platinum,1300,Full,Black
EVGA 450 B1,,https://pcpartpicker.com/product/MfvZxr/evga-450-b1-450-w-80-bronze-certified-atx-power-supply-100-b1-0450-k1,ATX,bronze,450,false,
SHARKOON WPM Bronze,,https://pcpartpicker.com/product/YWtWGX/sharkoon-wpm-bronze-700w-80-bronze-certified-semi-modular-atx-power-supply-wpm700,ATX,bronze,700,Semi,
Antec NeoECO,,https://pcpartpicker.com/product/4h7v6h/antec-neoeco-550-w-80-bronze-certified-semi-modular-atx-power-supply-ne550m,ATX,bronze,550,Semi,Black
Corsair G700,,https://pcpartpicker.com/product/9KtCmG/corsair-power-supply-cmpsu700g,ATX,plus,700,false,
Cooler Master V1000 Platinum,,https://pcpartpicker.com/product/Ywx2FT/cooler-master-v-platinum-1000-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-a001-afbapv-us,ATX,platinum,1000,Full,Black
SilentiumPC Vero M2,,https://pcpartpicker.com/product/x6xbt6/silentiumpc-vero-m2-600-w-80-bronze-certified-atx-power-supply-spc166,ATX,bronze,600,false,Black
EVGA 750 B3,,https://pcpartpicker.com/product/pt2rxr/evga-750-b3-750-w-80-bronze-certified-fully-modular-atx-power-supply-220-b3-0750-v1,ATX,bronze,750,Full,
be quiet! Straight Power 10,,https://pcpartpicker.com/product/KdmxFT/be-quiet-power-supply-bn231,ATX,gold,500,false,
Enermax MaxTytan,,https://pcpartpicker.com/product/MMbwrH/enermax-maxtytan-750w-80-titanium-certified-fully-modular-atx-power-supply-emt750ewt,ATX,titanium,750,Full,Black
Thermalright TPFX650,,https://pcpartpicker.com/product/9jzXsY/thermalright-tpfx650-650-w-80-platinum-certified-fully-modular-sfx-power-supply-tpfx650-w,SFX,platinum,650,Full,White
LC-Power LC6 V2.31,,https://pcpartpicker.com/product/Ts88TW/lc-power-lc6-v231-1000-w-80-gold-certified-fully-modular-atx-power-supply-lc1000mw-v231,ATX,gold,1000,Full,White / Gray
GameMax GM-1050,,https://pcpartpicker.com/product/tMJkcf/game-max-1050w-80-silver-certified-semi-modular-atx-power-supply-gm-1050,ATX,silver,1050,Semi,
Corsair TX750 V2,320,https://pcpartpicker.com/product/ns4gXL/corsair-power-supply-cmpsu750txv2,ATX,bronze,750,false,
Phanteks Revolt SFX,,https://pcpartpicker.com/product/N3wmP6/phanteks-revolt-sfx-650-w-80-gold-certified-fully-modular-sfx-power-supply-ph-p650gsf,SFX,gold,650,Full,Black
