name,price,href,type,efficiency,wattage,modular,color
be quiet! Pure Power 11 CM,,https://pcpartpicker.com/product/gt22FT/be-quiet-pure-power-11-cm-400-w-80-gold-certified-semi-modular-atx-power-supply-bn296,ATX,gold,400,Semi,Black
SeaSonic Platinum,,https://pcpartpicker.com/product/CfXfrH/seasonic-power-supply-ss660xp2,ATX,platinum,660,Full,
Antec VP,,https://pcpartpicker.com/product/g7V48d/antec-power-supply-vp350,ATX,,350,false,
Antec VP,,https://pcpartpicker.com/product/MnR48d/antec-power-supply-vp450,ATX,,450,false,
Cooler Master MWE Bronze 550,,https://pcpartpicker.com/product/BJndnQ/cooler-master-mwe-bronze-550-w-80-bronze-certified-atx-power-supply-mpx-5501-acaab-us,ATX,bronze,550,false,Black
SeaSonic G,,https://pcpartpicker.com/product/DPCwrH/seasonic-power-supply-ssr550rm,ATX,gold,550,Semi,
EVGA W3,,https://pcpartpicker.com/product/LcVmP6/evga-w3-500-w-80-certified-atx-power-supply-100-w3-0500-k1,ATX,plus,500,false,Black
FSP Group HYPER S,,https://pcpartpicker.com/product/YwXV3C/fsp-group-hyper-s-700-w-80-certified-atx-power-supply-hp700s,ATX,plus,700,false,Black
be quiet! Dark Power 12,,https://pcpartpicker.com/product/XDxRsY/be-quiet-dark-power-12-850-w-80-titanium-certified-fully-modular-atx-power-supply-bn315,ATX,titanium,850,Full,Black
Silverstone ATTIS 650R,,https://pcpartpicker.com/product/4F7scf/silverstone-attis-650r-650-w-80-bronze-certified-atx-power-supply-sst-at650r-bf,ATX,bronze,650,false,Black
Sparkle FSP350-60GNV,59.99,https://pcpartpicker.com/product/K2sKHx/sparkle-power-supply-fsp35060gnv,SFX,,350,false,
SeaSonic CORE GC-500,,https://pcpartpicker.com/product/k3Gbt6/seasonic-core-gc-500-w-80-gold-certified-atx-power-supply-core-gc-500,ATX,gold,500,false,Black / Yellow
Gigabyte PW400,,https://pcpartpicker.com/product/nByqqs/gigabyte-400-w-80-certified-atx-power-supply-gp-pw400,ATX,plus,400,false,Black
Super Flower Leadex III ARGB Pro,,https://pcpartpicker.com/product/NFqBD3/super-flower-leadex-iii-argb-pro-650-w-80-gold-certified-fully-modular-atx-power-supply-sf-650f14rg-v20,ATX,gold,650,Full,Black
Sparkle ATX-350PN-B204,47.99,https://pcpartpicker.com/product/bgW9TW/sparkle-power-supply-atx350pnb204,ATX,,350,false,
Antec NeoECO Gold ZEN,,https://pcpartpicker.com/product/TFPgXL/antec-neoeco-gold-zen-700-w-80-gold-certified-atx-power-supply-ne700g-zen,ATX,gold,700,false,Black / Gold
Cooler Master XG750,,https://pcpartpicker.com/product/fJYmP6/cooler-master-xg750-750-w-80-platinum-certified-fully-modular-atx-power-supply-mpg-7501-afbap-us,ATX,platinum,750,Full,Black
Corsair TX650M,,https://pcpartpicker.com/product/8fTmP6/corsair-tx650m-650-w-80-bronze-certified-semi-modular-atx-power-supply-tx650m,ATX,bronze,650,Semi,
Apevia Spirit,,https://pcpartpicker.com/product/BrsnTW/apevia-spirit-700-w-atx-power-supply-atx-sp700w,ATX,,700,false,
be quiet! Straight Power 11,,https://pcpartpicker.com/product/YBYQzy/be-quiet-straight-power-11-650-w-80-platinum-certified-fully-modular-atx-power-supply-bn641,ATX,platinum,650,Full,Black
Chieftec Polaris 3.0,341.56,https://pcpartpicker.com/product/4KDQzy/chieftec-polaris-30-1050-w-80-gold-certified-fully-modular-atx-power-supply-pps-1050fc-a3,ATX,gold,1050,Full,Black
GameMax GM,,https://pcpartpicker.com/product/dhgQzy/gamemax-gm-300-w-80-bronze-certified-atx-power-supply-gm-300-eco,ATX,bronze,300,false,Silver
Cooler Master V850,,https://pcpartpicker.com/product/qNrG3C/cooler-master-v850-850-w-80-gold-certified-fully-modular-atx-power-supply-rs850-afbag1-us,ATX,gold,850,Full,Black
SeaSonic FOCUS SGX,,https://pcpartpicker.com/product/V3ndnQ/seasonic-focus-sgx-450w-80-gold-certified-fully-modular-sfx-power-supply-ssr-450sgx,SFX,gold,450,Full,Black
Antec VP PLUS,,https://pcpartpicker.com/product/rJKKHx/antec-vp-plus-550-w-80-certified-atx-power-supply-vp550p-plus,ATX,plus,550,false,Black
RIOTORO BUILDER,,https://pcpartpicker.com/product/jyMwrH/riotoro-builder-500-w-80-certified-atx-power-supply-pr-bfx500-uk,ATX,plus,500,false,Black / Red
SHARKOON SilentStorm Icewind Black,,https://pcpartpicker.com/product/ffBTwP/sharkoon-silentstorm-icewind-black-550-w-80-bronze-certified-semi-modular-atx-power-supply-silentstorm-icewind-black-550-watt,ATX,bronze,550,Semi,Black
SilentiumPC Vero L2,,https://pcpartpicker.com/product/8MrYcf/silentiumpc-vero-l2-600-w-80-bronze-certified-atx-power-supply-spc165,ATX,bronze,600,false,Black
Zalman TeraMax II,,https://pcpartpicker.com/product/kwfxFT/zalman-teramax-ii-750-w-80-gold-certified-fully-modular-atx-power-supply-zm750-tmx2-bk,ATX,gold,750,Full,Black
Antec VP PLUS,,https://pcpartpicker.com/product/VBndnQ/antec-vp-plus-650-w-80-certified-atx-power-supply-vp650-plus,ATX,plus,650,false,
Deepcool DA600N,,https://pcpartpicker.com/product/xHCFf7/deepcool-da-n-600-w-80-bronze-certified-atx-power-supply-dp-bz-da600n,ATX,bronze,600,false,Black
NZXT E650,,https://pcpartpicker.com/product/Gq97YJ/nzxt-e-650w-80-gold-certified-fully-modular-atx-power-supply-np-1pm-e650a,ATX,gold,650,Full,Black
Fractal Design Ion+ 760P,,https://pcpartpicker.com/product/fdXYcf/fractal-design-ion-760-w-80-platinum-certified-fully-modular-at-power-supply-fd-psu-ionp-760p-bk,ATX,platinum,760,Full,Black
Asus ROG-STRIX-850G-GUNDAM-EDITION,,https://pcpartpicker.com/product/RVmNnQ/asus-rog-strix-850g-gundam-edition-850-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-850g-gundam-edition,ATX,gold,850,Full,White
FSP Group Hyper M85+,,https://pcpartpicker.com/product/wnH8TW/fsp-group-hyper-m85-550-w-80-bronze-certified-semi-modular-atx-power-supply-ha550m,ATX,bronze,550,Semi,Black
RAIJINTEK AMPERE,167.9,https://pcpartpicker.com/product/4ncgXL/raijintek-ampere-1200-w-80-platinum-certified-fully-modular-atx-power-supply-0r30b00012,ATX,platinum,1200,Full,Black
FSP Group Hydro PTM PRO,159.99,https://pcpartpicker.com/product/VjYQzy/fsp-group-hydro-ptm-pro-1000-w-80-platinum-certified-fully-modular-atx-power-supply-hpt2-1000m,ATX,platinum,1000,Full,Black
Silverstone Strider Platinum,164.99,https://pcpartpicker.com/product/BVTrxr/silverstone-strider-platinum-850w-80-platinum-certified-fully-modular-atx-power-supply-st85f-pt,ATX,platinum,850,Full,
EVGA 610 BP,,https://pcpartpicker.com/product/2Wwypg/evga-610-bp-610-w-80-bronze-certified-atx-power-supply-100-bp-0610-k1,ATX,bronze,610,false,Black
Silverstone Strider Platinum,129.99,https://pcpartpicker.com/product/psL7YJ/silverstone-power-supply-st65fpt,ATX,platinum,650,Full,
Corsair VX550,,https://pcpartpicker.com/product/ZdQypg/corsair-power-supply-cmpsu550vx,ATX,plus,550,false,
In Win P65,117.15,https://pcpartpicker.com/product/tpcRsY/in-win-p65-650-w-80-gold-certified-fully-modular-atx-power-supply-iw-ps-p650w,ATX,gold,650,Full,Black
Phanteks AMP,,https://pcpartpicker.com/product/Y3bCmG/phanteks-amp-550-w-80-gold-certified-fully-modular-atx-power-supply-ph-p550g_us01,ATX,gold,550,Full,Black
Deepcool DQ1000M-V3L,,https://pcpartpicker.com/product/WsQKHx/deepcool-dq1000m-v3l-1000-w-80-gold-certified-fully-modular-atx-power-supply-r-dqa00m-fb0b-us,ATX,gold,1000,Full,Black
SeaSonic Platinum,,https://pcpartpicker.com/product/PRW9TW/seasonic-power-supply-platinum1000,ATX,platinum,1000,Full,
Deepcool PM800D,,https://pcpartpicker.com/product/HfvD4D/deepcool-pm800d-800-w-80-gold-certified-atx-power-supply-r-pm800d-fa0b-us,ATX,gold,800,false,Black
Cooler Master V700,,https://pcpartpicker.com/product/Knbp99/cooler-master-power-supply-rs700afbag1us,ATX,gold,700,Full,
RAIJINTEK CRATOS,,https://pcpartpicker.com/product/sW7scf/raijintek-cratos-850-w-80-gold-certified-fully-modular-atx-power-supply-0r30b00008,ATX,gold,850,Full,White
SilentiumPC Vero L2,,https://pcpartpicker.com/product/mg4BD3/silentiumpc-vero-l2-500-w-80-bronze-certified-atx-power-supply-spc164,ATX,bronze,500,false,Black
be quiet! STRAIGHT POWER E9 680W / CM,,https://pcpartpicker.com/product/ZVMFf7/be-quiet-power-supply-bn199,ATX,gold,680,Semi,
EVGA SuperNOVA 850 B2,,https://pcpartpicker.com/product/29xfrH/evga-supernova-850-b2-850-w-80-bronze-certified-semi-modular-atx-power-supply-110-b2-0850-v1,ATX,bronze,850,Semi,
Thermaltake Toughpower SFX,149.44,https://pcpartpicker.com/product/Qg88TW/thermaltake-toughpower-sfx-750-w-80-platinum-certified-fully-modular-sfx-power-supply-ps-stp-0750fnfapu-1,SFX,platinum,750,Full,Black
Thermalright TG,,https://pcpartpicker.com/product/m4P8TW/thermalright-tg-750-w-80-gold-certified-fully-modular-atx-power-supply-tg-750-w,ATX,gold,750,Full,White
Silverstone Strider Platinum,129.47,https://pcpartpicker.com/product/LBjWGX/silverstone-power-supply-st75fpt,ATX,platinum,750,Full,
Silverstone VIVA,,https://pcpartpicker.com/product/HXsV3C/silverstone-viva-650-w-80-gold-certified-atx-power-supply-sst-va650-g,ATX,gold,650,false,Black
SeaSonic PRIME Ultra Titanium,,https://pcpartpicker.com/product/nyQG3C/seasonic-prime-ultra-titanium-850w-80-titanium-certified-fully-modular-atx-power-supply-ssr-850tr,ATX,titanium,850,Full,
Thermaltake Toughpower SFX,,https://pcpartpicker.com/product/qmMwrH/thermaltake-toughpower-sfx-450-w-80-gold-certified-fully-modular-sfx-power-supply-ps-stp-0450fpcgus-g,SFX,gold,450,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,,https://pcpartpicker.com/product/hw6qqs/thermaltake-toughpower-pf1-argb-1050-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-1050f3fapu-1,ATX,platinum,1050,Full,
Enermax MarbleBron RGB,,https://pcpartpicker.com/product/KMgFf7/enermax-marblebron-rgb-850-w-80-bronze-certified-semi-modular-atx-power-supply-emb850ewt-w-rgb,ATX,bronze,850,Semi,White
Antec NeoECO,,https://pcpartpicker.com/product/Y7jG3C/antec-power-supply-neoeco620c,ATX,bronze,620,false,
be quiet! System Power 8,,https://pcpartpicker.com/product/gKgPxr/be-quiet-system-power-8-500w-80-certified-atx-power-supply-bn241,ATX,plus,500,false,
FSP Group Hydro G,,https://pcpartpicker.com/product/qxcMnQ/fsp-group-power-supply-hg750,ATX,gold,750,Full,
Cougar STX,,https://pcpartpicker.com/product/RV7v6h/cougar-stx-650w-80-certified-atx-power-supply-31tc0650035,ATX,plus,650,false,
Zalman TX,,https://pcpartpicker.com/product/RQ648d/zalman-power-supply-zm700tx,ATX,,700,false,
Silverstone Strider Plus,,https://pcpartpicker.com/product/wrp323/silverstone-strider-plus-500w-80-bronze-certified-fully-modular-atx-power-supply-sst-st50f-pb,ATX,bronze,500,Full,
In Win A65,,https://pcpartpicker.com/product/kGDQzy/in-win-a65-650-w-80-certified-atx-power-supply-iw-a650,ATX,plus,650,false,Black
Xilence XP850R12,201.34,https://pcpartpicker.com/product/bMsV3C/xilence-xp850r12-850-w-80-gold-certified-atx-power-supply-xn340,ATX,gold,850,false,Black
Phanteks Revolt Pro,380,https://pcpartpicker.com/product/DKw7YJ/phanteks-revolt-pro-850-w-80-gold-certified-fully-modular-atx-power-supply-ph-p850gc,ATX,gold,850,Full,Silver / Black
LC-Power LC V2.31,,https://pcpartpicker.com/product/nTMMnQ/lc-power-lc-v231-400-w-tfx-power-supply-lc400tfx-v231,TFX,,400,false,Black
Corsair AX650,250,https://pcpartpicker.com/product/gmsKHx/corsair-ax650-650-w-80-gold-certified-fully-modular-atx-power-supply-ax650,ATX,gold,650,Full,
Deepcool PX1000P,,https://pcpartpicker.com/product/yHjRsY/deepcool-px1000p-1000-w-80-platinum-certified-fully-modular-atx-power-supply-r-pxa00p-fc0b-us,ATX,platinum,1000,Full,Black / Silver
Thermalright TB550S,,https://pcpartpicker.com/product/mWLdnQ/thermalright-tb550s-550-w-80-bronze-certified-atx-power-supply-tb-550s,ATX,bronze,550,false,Black
Fractal Design Ion Gold,,https://pcpartpicker.com/product/V4M48d/fractal-design-ion-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-fd-p-ia2g-650,ATX,gold,650,Full,Black
Rosewill HIVE S,,https://pcpartpicker.com/product/XQjG3C/rosewill-hive-s-1000-w-80-bronze-certified-fully-modular-atx-power-supply-hive-1000s,ATX,bronze,1000,Full,
Cooler Master MWE Gold 1050 - V2,,https://pcpartpicker.com/product/9GKKHx/cooler-master-mwe-gold-1050-v2-1050-w-80-gold-certified-fully-modular-atx-power-supply-mpe-a501-afcag-us,ATX,gold,1050,Full,Black
Xilence XP650R10,142.5,https://pcpartpicker.com/product/fWpQzy/xilence-xp650r10-650-w-80-bronze-certified-atx-power-supply-xn220,ATX,bronze,650,false,Black / Red
Thermaltake Toughpower iRGB PLUS TT Premium Edition,,https://pcpartpicker.com/product/6qwmP6/thermaltake-toughpower-irgb-plus-tt-premium-edition-1250-w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpi-1250f3fdta-1,ATX,titanium,1250,Full,Black
SilentiumPC Vero L3,,https://pcpartpicker.com/product/TdKscf/silentiumpc-vero-l3-500-w-80-bronze-certified-atx-power-supply-spc265,ATX,bronze,500,false,Black
Antec High Current Gamer,,https://pcpartpicker.com/product/mWphP6/antec-power-supply-hcg620m,ATX,bronze,620,Semi,
GameMax GM,,https://pcpartpicker.com/product/pPn8TW/gamemax-gm-2000-w-80-gold-certified-atx-power-supply-gm-2000,ATX,gold,2000,false,Black
SeaSonic CORE GX-650,,https://pcpartpicker.com/product/3qJp99/seasonic-core-gx-650-650-w-80-gold-certified-fully-modular-atx-power-supply-core-gx-650,ATX,gold,650,Full,Black
XFX XT,,https://pcpartpicker.com/product/fntWGX/xfx-power-supply-p1600bxtfr,ATX,bronze,600,false,
Antec VP PLUS,,https://pcpartpicker.com/product/xLGbt6/antec-vp-plus-450-w-80-certified-atx-power-supply-vp450p-plus,ATX,plus,450,false,Black
Super Flower Leadex III Super Pro,,https://pcpartpicker.com/product/M6rRsY/super-flower-leadex-iii-super-pro-750-w-80-bronze-certified-fully-modular-atx-power-supply-sf-750r14he,ATX,bronze,750,Full,Black
Antec High Current Gamer,,https://pcpartpicker.com/product/rHmLrH/antec-power-supply-hcg900,ATX,bronze,900,false,
Silverstone Strider Titanium,,https://pcpartpicker.com/product/s6TPxr/silverstone-strider-titanium-1500-w-80-titanium-certified-fully-modular-atx-power-supply-sst-st1500-ti,ATX,titanium,1500,Full,Black / Blue
FSP Group Dagger Pro,,https://pcpartpicker.com/product/CQQcCJ/fsp-group-dagger-pro-750-w-80-gold-certified-fully-modular-sfx-power-supply-sda2-750,SFX,gold,750,Full,Black / Gold
Thermaltake Smart BX1 RGB 650,,https://pcpartpicker.com/product/2zw7YJ/thermaltake-smart-bx1-rgb-650-w-80-bronze-certified-atx-power-supply-ps-spr-0650nhfabu-1,ATX,bronze,650,false,Black
be quiet! Pure Power L8,,https://pcpartpicker.com/product/bBKcCJ/be-quiet-pure-power-l8-630-w-80-bronze-certified-semi-modular-atx-power-supply-bn182,ATX,bronze,630,Semi,Black / Orange
Silverstone Essential,,https://pcpartpicker.com/product/vxqBD3/silverstone-essential-650-w-80-bronze-certified-atx-power-supply-sst-et650-b,ATX,bronze,650,false,Black
EVGA SuperNOVA 750 G7,,https://pcpartpicker.com/product/cm92FT/evga-supernova-750-g7-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g7-0750-x1,ATX,gold,750,Full,Black / Blue
FSP Group HYPER K PRO,,https://pcpartpicker.com/product/vTWJ7P/fsp-group-hyper-k-pro-500-w-80-certified-atx-power-supply-hk-500,ATX,plus,500,false,Black / Yellow
GameMax GX Pro Rampage,,https://pcpartpicker.com/product/vyV2FT/gamemax-gx-pro-rampage-1250-w-80-platinum-certified-fully-modular-atx-power-supply-gx-1250-pro-bk,ATX,platinum,1250,Full,Black
Enermax MarbleBron RGB,,https://pcpartpicker.com/product/zjC48d/enermax-marblebron-rgb-850-w-80-bronze-certified-semi-modular-atx-power-supply-emb850ewt-rgb,ATX,bronze,850,Semi,Black
Thermaltake Toughpower SFX,,https://pcpartpicker.com/product/zVDQzy/thermaltake-toughpower-sfx-650-w-80-gold-certified-fully-modular-sfx-power-supply-ps-stp-0650fnfage-1,SFX,gold,650,Full,Black
Gigabyte AORUS ELITE P850 ICE,,https://pcpartpicker.com/product/GrFmP6/gigabyte-aorus-elite-p850-ice-850-w-80-platinum-certified-fully-modular-atx-power-supply-gp-ae850pm-pg5-ice,ATX,platinum,850,Full,White
EVGA 710 BP,,https://pcpartpicker.com/product/LRt9TW/evga-710-bp-710-w-80-bronze-certified-atx-power-supply-100-bp-0710-k1,ATX,bronze,710,false,Black
Montech CENTURY,,https://pcpartpicker.com/product/2vTzK8/montech-century-850-w-80-gold-certified-fully-modular-atx-power-supply-century-850,ATX,gold,850,Full,Black
SeaSonic PRIME SNOWSILENT,,https://pcpartpicker.com/product/yJgzK8/seasonic-prime-snowsilent-650w-80-platinum-certified-fully-modular-atx-power-supply-ssr-650pd2-snowsilent,ATX,platinum,650,Full,White
Corsair Vengeance 550M,,https://pcpartpicker.com/product/YNtWGX/corsair-vengeance-550m-550-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020111-de,ATX,bronze,550,Semi,
Enermax MAXREVO,,https://pcpartpicker.com/product/d3VD4D/enermax-maxrevo-1800-w-80-gold-certified-fully-modular-atx-power-supply-emr1800ext,ATX,gold,1800,Full,Black
Thermaltake Toughpower Grand RGB 750 SE,,https://pcpartpicker.com/product/GC97YJ/thermaltake-toughpower-grand-rgb-sync-edition-750w-80-gold-certified-fully-modular-fanless-atx-power-supply-ps-tpg-0750fpcgus-s,ATX,gold,750,Full,Black
Corsair AX750,,https://pcpartpicker.com/product/f4W9TW/corsair-power-supply-cmpsu750ax,ATX,gold,750,Full,
Silverstone Strider Titanium,,https://pcpartpicker.com/product/Tcbkcf/silverstone-power-supply-st80fti,ATX,titanium,800,Full,
Thermaltake Toughpower GF1 Snow - TT Premium,,https://pcpartpicker.com/product/7TGbt6/thermaltake-toughpower-gf1-snow-tt-premium-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650fnfagx-w,ATX,gold,650,Full,White
Thermaltake German,,https://pcpartpicker.com/product/DdnG3C/thermaltake-power-supply-w0393re,ATX,plus,630,false,
SeaSonic PRIME Platinum,,https://pcpartpicker.com/product/h9p323/seasonic-prime-platinum-1200w-80-platinum-certified-fully-modular-atx-power-supply-ssr-1200pd,ATX,platinum,1200,Full,
FSP Group Hydro PTM PRO,129.99,https://pcpartpicker.com/product/RDKKHx/fsp-group-hydro-ptm-pro-850-w-80-platinum-certified-fully-modular-atx-power-supply-hpt2-850m,ATX,platinum,850,Full,Black
FSP Group Hydro PTM PRO,119.99,https://pcpartpicker.com/product/3rLFf7/fsp-group-hydro-ptm-pro-750-w-80-platinum-certified-fully-modular-atx-power-supply-hpt2-750m,ATX,platinum,750,Full,Black
RAIJINTEK CRATOS,,https://pcpartpicker.com/product/cFyH99/raijintek-cratos-850-w-80-gold-certified-fully-modular-atx-power-supply-0r30b00007,ATX,gold,850,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,278.99,https://pcpartpicker.com/product/HTBhP6/thermaltake-toughpower-pf1-argb-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0850f3fapu-1,ATX,platinum,850,Full,
Silverstone SX600-G,,https://pcpartpicker.com/product/vQjG3C/silverstone-power-supply-sstsx600g,SFX,gold,600,Full,
SeaSonic SSP-300TBS,76.5,https://pcpartpicker.com/product/BL7v6h/seasonic-300-w-80-bronze-certified-tfx-power-supply-ssp-300tbs,TFX,bronze,300,false,Silver
Enermax MAXREVO SLI,199.99,https://pcpartpicker.com/product/PHmLrH/enermax-power-supply-emr1350ewt,ATX,gold,1350,Full,Black / Gold
Rosewill HIVE S,,https://pcpartpicker.com/product/NhsKHx/rosewill-hive-s-650-w-80-bronze-certified-fully-modular-atx-power-supply-hive-650s,ATX,bronze,650,Full,
Cougar VTE X2,,https://pcpartpicker.com/product/nYxRsY/cougar-vte-x2-750-w-80-certified-atx-power-supply-vte-x2-750,ATX,plus,750,false,Black
Antec Earthwatts Green,,https://pcpartpicker.com/product/rXQypg/antec-power-supply-ea380dgreen,ATX,bronze,380,false,
Cooler Master Silent Pro M,,https://pcpartpicker.com/product/GR3RsY/cooler-master-power-supply-rs700ambad3,ATX,bronze,700,Full,
SeaSonic X,,https://pcpartpicker.com/product/DsNp99/seasonic-power-supply-ss400fl,ATX,gold,400,Full,
Cooler Master MWE Gold 550,,https://pcpartpicker.com/product/zhHRsY/cooler-master-mwe-gold-550-w-80-gold-certified-atx-power-supply-mpy-5501-acaag-us,ATX,gold,550,false,Black
FSP Group HEXA 85+ PRO,,https://pcpartpicker.com/product/hBtLrH/fsp-group-hexa-85-pro-350-w-80-bronze-certified-atx-power-supply-ha2-350,ATX,bronze,350,false,Black
Xigmatek Vector,,https://pcpartpicker.com/product/FfNp99/xigmatek-power-supply-vectorg650,ATX,gold,650,Semi,
Deepcool DQ650-M-V2L,,https://pcpartpicker.com/product/9fYmP6/deepcool-dq650-m-v2l-650-w-80-gold-certified-fully-modular-atx-power-supply-dp-dq650-m-v2l,ATX,gold,650,Full,Black
Thermaltake Toughpower GX1 500,,https://pcpartpicker.com/product/XYCD4D/thermaltake-toughpower-gx1-500-w-80-gold-certified-atx-power-supply-ps-tpd-0500nnfagu-1,ATX,gold,500,false,Black
Thermaltake TR2,,https://pcpartpicker.com/product/zLrcCJ/thermaltake-power-supply-pstr20600npcbusb,ATX,bronze,600,false,
Thermaltake TR2,,https://pcpartpicker.com/product/47Qypg/thermaltake-power-supply-w0070,ATX,,430,false,
YEYIAN Pegasus,,https://pcpartpicker.com/product/GV9wrH/yeyian-pegasus-850-w-80-gold-certified-fully-modular-atx-power-supply-yfg-85031-01,ATX,gold,850,Full,Black
RAIJINTEK AMPERE,139.9,https://pcpartpicker.com/product/NqcgXL/raijintek-ampere-1000-w-80-platinum-certified-fully-modular-atx-power-supply-0r30b00013,ATX,platinum,1000,Full,Black
Corsair HX750,,https://pcpartpicker.com/product/nqn2FT/corsair-power-supply-cmpsu750hx,ATX,gold,750,Semi,
Thermalright AG-850,,https://pcpartpicker.com/product/4GYRsY/thermalright-ag-850-850-w-80-gold-certified-fully-modular-atx-power-supply-ag-850,ATX,gold,850,Full,Black
FSP Group Hydro PTM PRO,,https://pcpartpicker.com/product/sHvqqs/fsp-group-hydro-ptm-pro-1200-w-80-platinum-certified-fully-modular-atx-power-supply-hpt2-1200m,ATX,platinum,1200,Full,Black
LC-Power LC1000P V3.0,,https://pcpartpicker.com/product/vdzXsY/lc-power-lc1000p-v30-1000-w-80-platinum-certified-fully-modular-atx-power-supply-lc1000p-v30,ATX,platinum,1000,Full,Black
Azza PSAZ-650B14,,https://pcpartpicker.com/product/b8Np99/azza-power-supply-psaz650b14,ATX,,650,false,
GAMDIAS KRATOS P1 G,,https://pcpartpicker.com/product/KGxbt6/gamdias-kratos-p1-g-750-w-80-gold-certified-semi-modular-atx-power-supply-kratos-p1-750g,ATX,gold,750,Semi,Black
Enermax Revolution D.F.,,https://pcpartpicker.com/product/CQNgXL/enermax-revolution-df-850-w-80-gold-certified-fully-modular-atx-power-supply-erf850ewt,ATX,gold,850,Full,Black / Silver
OCZ ModXStream Pro,,https://pcpartpicker.com/product/VPqdnQ/ocz-power-supply-ocz600mxsp,ATX,plus,600,Semi,
FSP Group AU-400FL,,https://pcpartpicker.com/product/V9V48d/fsp-group-power-supply-au400fl,ATX,gold,400,Semi,
Corsair AX1500i 240V,,https://pcpartpicker.com/product/zKL7YJ/corsair-1500w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020100-au,ATX,titanium,1500,Full,
Thermaltake TR2 RX,,https://pcpartpicker.com/product/sNcMnQ/thermaltake-power-supply-w0319,ATX,bronze,850,Semi,
Thermalright TB450S,,https://pcpartpicker.com/product/VCP8TW/thermalright-tb450s-450-w-80-bronze-certified-atx-power-supply-tb-450s,ATX,bronze,450,false,Black
FSP Group FSP500-50FGGBN,,https://pcpartpicker.com/product/X3WfrH/fsp-group-500w-80-gold-certified-flex-atx-power-supply-fsp500-50fggbn,Flex ATX,gold,500,false,
Thermaltake Hamburg,,https://pcpartpicker.com/product/rbwmP6/thermaltake-hamburg-530-w-80-certified-atx-power-supply-w0392re,ATX,plus,530,false,Black
EVGA 650 GD,,https://pcpartpicker.com/product/K6jJ7P/evga-650-gd-650-w-80-gold-certified-atx-power-supply-100-gd-0650-v2,ATX,gold,650,false,Black
Corsair HX620,,https://pcpartpicker.com/product/Y4s8TW/corsair-hx620-620-w-80-certified-fully-modular-atx-power-supply-cmpsu-620hx,ATX,plus,620,Full,
Cougar GEX X2,,https://pcpartpicker.com/product/PhdG3C/cougar-gex-x2-1000-w-80-gold-certified-fully-modular-atx-power-supply-gex-x2-1000,ATX,gold,1000,Full,Black
Zalman TeraMax II,,https://pcpartpicker.com/product/2rBzK8/zalman-teramax-ii-850-w-80-gold-certified-fully-modular-atx-power-supply-zm850-tmx2-bk,ATX,gold,850,Full,Black
be quiet! Pure Power 11 FM 550,,https://pcpartpicker.com/product/8gpzK8/be-quiet-pure-power-11-fm-550-w-80-gold-certified-fully-modular-atx-power-supply-bn670,ATX,gold,550,Full,Black
Sentey SDP550-SS,,https://pcpartpicker.com/product/TbPfrH/sentey-power-supply-sdp550ss,ATX,plus,550,false,
Cougar POLAR,161.49,https://pcpartpicker.com/product/Gj3gXL/cougar-polar-1050-w-80-platinum-certified-fully-modular-atx-power-supply-cgr-pr-1050,ATX,platinum,1050,Full,White
Thermaltake Toughpower GF1 - TT Premium,218.13,https://pcpartpicker.com/product/H4H7YJ/thermaltake-toughpower-gf1-tt-premium-1200-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfagx-1,ATX,gold,1200,Full,Black
EVGA GE,,https://pcpartpicker.com/product/QsXV3C/evga-ge-700-w-80-gold-certified-atx-power-supply-200-ge-0700-v1,ATX,gold,700,false,Black
CoolMax ZX-600,64.64,https://pcpartpicker.com/product/dfW9TW/coolmax-power-supply-zx600,ATX,plus,600,false,
BitFenix Formula Gold 650,,https://pcpartpicker.com/product/B8RFf7/bitfenix-formula-gold-650w-80-gold-certified-atx-power-supply-bp-fm650ulag-7r,ATX,gold,650,false,
Antec High Current Gamer,,https://pcpartpicker.com/product/VCxfrH/antec-power-supply-hcg520m,ATX,bronze,520,Semi,
Raidmax XT,,https://pcpartpicker.com/product/gPs8TW/raidmax-power-supply-rx300xt,ATX,,300,false,
be quiet! Dark Power Pro 10,,https://pcpartpicker.com/product/PQphP6/be-quiet-power-supply-bn601,ATX,gold,650,Semi,
Thermaltake Smart,196.56,https://pcpartpicker.com/product/HTLypg/thermaltake-power-supply-sp750m,ATX,bronze,750,Semi,
Silverstone Strider Titanium,,https://pcpartpicker.com/product/BntWGX/silverstone-power-supply-st70fti,ATX,titanium,700,Full,
be quiet! Dark Power Pro 11,,https://pcpartpicker.com/product/mgwqqs/be-quiet-power-supply-bn255,ATX,platinum,1200,Semi,
