name,price,href,type,color,psu,side_panel,external_volume,internal_35_bays
Sigma UNICORN-ST,,https://pcpartpicker.com/product/Cs3RsY/sigma-case-unicornst,ATX Mid Tower,Black / Gray,,,47.7,4
Sentey BX1-4234 v2.1,,https://pcpartpicker.com/product/4DW9TW/sentey-case-bx14234v21,ATX Mid Tower,Black,,,40.2,4
Sigma BLITZ-WB,,https://pcpartpicker.com/product/c3YXsY/sigma-case-blitzwb,ATX Mid Tower,Black,,Acrylic,46.6,4
Sentey BX2-4291 v2.3,,https://pcpartpicker.com/product/ZLQypg/sentey-case-bx24291v23,ATX Mid Tower,Black,,Acrylic,39.1,5
Sigma Pluto-WB,,https://pcpartpicker.com/product/ys3RsY/sigma-case-plutowb,ATX Mid Tower,Black,,Acrylic,41.5,5
Sentey PS2-3270,,https://pcpartpicker.com/product/WZYXsY/sentey-case-ps23270,ATX Mid Tower,Black / Silver,250,,38.8,4
Linkworld Q319-C8888-P4,,https://pcpartpicker.com/product/XCR48d/linkworld-case-q319c8888p4,ATX Mid Tower,Silver,500,,42.4,6
Sentey PS2-3272,,https://pcpartpicker.com/product/23TmP6/sentey-case-ps23272,ATX Mid Tower,Black,250,,38.8,4
Silverstone TJ08B-E,,https://pcpartpicker.com/product/f7X2FT/silverstone-tj08t-e-microatx-mini-tower-case-tj08t-e,MicroATX Mini Tower,Silver,,,30.2,4
BitFenix Colossus,,https://pcpartpicker.com/product/mZphP6/bitfenix-case-bfccls600wwlb1rp,ATX Full Tower,White,,,79,7
BitFenix Colossus Window,,https://pcpartpicker.com/product/mbMFf7/bitfenix-case-colossuswindow,ATX Full Tower,Black,,Acrylic,79,7
BitFenix Merc Beta,,https://pcpartpicker.com/product/b7Lypg/bitfenix-case-mercbeta,ATX Mid Tower,Black,,,40.5,6
BitFenix Shinobi Window,,https://pcpartpicker.com/product/Hp6BD3/bitfenix-case-bfcsnb150wwwbsp,ATX Mid Tower,White,,Acrylic,46.2,7
BitFenix Survivor Core,,https://pcpartpicker.com/product/x7Lypg/bitfenix-case-survivorcore,ATX Mid Tower,Black,,,45.8,6
nMEDIAPC HTPC 5000S,,https://pcpartpicker.com/product/vMW9TW/nmediapc-case-htpc5000b,HTPC,Black,,,24.4,4
nMEDIAPC HTPC 5000S,,https://pcpartpicker.com/product/2msKHx/nmediapc-case-htpc5000s,HTPC,Silver / Black,,,24.4,4
Silverstone PS06B-W,,https://pcpartpicker.com/product/ftGkcf/silverstone-case-ps06bw,ATX Mid Tower,Black / Blue,,Acrylic,57.2,4
Fractal Design Define R3,,https://pcpartpicker.com/product/rQH323/fractal-design-case-definer3black,ATX Mid Tower,Black,,,47.5,8
Fractal Design Define R3,,https://pcpartpicker.com/product/sFDwrH/fractal-design-case-definer3white,ATX Mid Tower,White,,,47.5,8
Fractal Design Define R3,,https://pcpartpicker.com/product/c9DwrH/fractal-design-case-definer3silver,ATX Mid Tower,Black / Silver,,,47.5,8
Fractal Design Define R3,,https://pcpartpicker.com/product/Q7Lypg/fractal-design-case-definer3titanium,ATX Mid Tower,Black / Gray,,,47.5,8
Lian Li PC-8NW USB3.0,,https://pcpartpicker.com/product/Dpckcf/lian-li-case-pc8nwusb30,ATX Mid Tower,Black,,Acrylic,46.2,3
Lian Li PC-K9WX,,https://pcpartpicker.com/product/rGCwrH/lian-li-case-pck9wx,ATX Mid Tower,Black,,Acrylic,49.9,6
Lian Li PC-60FN USB3.0,,https://pcpartpicker.com/product/swsKHx/lian-li-case-pc60fnusb30,ATX Mid Tower,Black,,,48,4
Lian Li PC-90,,https://pcpartpicker.com/product/2kMFf7/lian-li-case-pc90,ATX Full Tower,Black,,,57.5,7
Lian Li PC-V353,,https://pcpartpicker.com/product/GjFPxr/lian-li-case-pcv353a,HTPC,Silver,,,32.7,2
Lian Li PC-7FN USB 3.0,,https://pcpartpicker.com/product/T3TmP6/lian-li-case-pc7fnusb30,ATX Mid Tower,Black,,,,4
NZXT Hades,,https://pcpartpicker.com/product/sBV48d/nzxt-case-hade001bk,ATX Mid Tower,Black,,,42.7,4
Apevia X-Telstar,,https://pcpartpicker.com/product/QdR48d/apevia-case-xtelstarbk,ATX Full Tower,Black,,Acrylic,52.7,5
Apevia X-Telstar,,https://pcpartpicker.com/product/sZMFf7/apevia-case-xtelstarrd,ATX Full Tower,Black / Red,,Acrylic,52.7,5
Apevia X-Telstar,,https://pcpartpicker.com/product/dX6BD3/apevia-case-xtelstargn,ATX Full Tower,Black / Green,,Acrylic,52.7,5
Apevia X-Dreamer,,https://pcpartpicker.com/product/Fqn2FT/apevia-x-dreamer-atx-mid-tower-case-atxb3kl,ATX Mid Tower,White / Blue,,,36,5
Apevia X-Dreamer,,https://pcpartpicker.com/product/qzDwrH/apevia-x-dreamer-atx-mid-tower-case-w420-w-power-supply-atxb3kl-bk420,ATX Mid Tower,Black,420,,36,5
Apevia X-Dreamer,,https://pcpartpicker.com/product/9zDwrH/apevia-case-atxb3klwbk420w,ATX Mid Tower,Black,420,Acrylic,36,5
Apevia X-Dreamer,,https://pcpartpicker.com/product/s4bp99/apevia-case-atxb3klwbl,ATX Mid Tower,Blue,420,Acrylic,36,5
Apevia X-Dreamer,,https://pcpartpicker.com/product/yPrG3C/apevia-case-atxb3klwal,ATX Mid Tower,Silver,420,Acrylic,36,5
Apevia X-Dreamer,,https://pcpartpicker.com/product/PBV48d/apevia-case-atxb3klal420,ATX Mid Tower,Silver,420,,36,5
Diablotek DIAMOND,,https://pcpartpicker.com/product/gNCwrH/diablotek-case-cpa0170,ATX Mid Tower,Black,400,,27.9,2
Diablotek FLY,,https://pcpartpicker.com/product/qXckcf/diablotek-case-cpaa95bk,ATX Mid Tower,Gray / Black,,,37.1,3
Cougar 6XR9,,https://pcpartpicker.com/product/fvJwrH/cougar-case-cougar6xr9,ATX Mid Tower,Black / White,,,51.4,4
Linkworld 431-06 C.2828,,https://pcpartpicker.com/product/b4Lypg/linkworld-case-43106c2828,ATX Mid Tower,Silver,500,,31.2,5
Gigabyte GZ-X2SPD-500,,https://pcpartpicker.com/product/yDW9TW/gigabyte-case-gzx2spd500,ATX Mid Tower,White,,,36.5,3
Gigabyte GZ-F2HEB,,https://pcpartpicker.com/product/DrFPxr/gigabyte-case-gzf2heb,ATX Mid Tower,Black,,,28.7,5
Linkworld 3210-04-C2628,,https://pcpartpicker.com/product/G6H323/linkworld-case-321004c2628,ATX Mid Tower,Black / Silver,,Acrylic,36.8,5
HEC 6K11BB,,https://pcpartpicker.com/product/PLQypg/hec-case-6k11bb,MicroATX Mini Tower,Black,,,26.4,1
Linkworld 43715-128FU+P04,,https://pcpartpicker.com/product/dKrG3C/linkworld-case-43715128fup04,MicroATX Mini Tower,Black,430,,23.2,1
Linkworld CA-IP-W-WOP,,https://pcpartpicker.com/product/pJrG3C/linkworld-case-caipwwop,ATX Mid Tower,Silver,,,,3
XClio Touch 320,,https://pcpartpicker.com/product/LPrG3C/xclio-case-touch320,ATX Mid Tower,Black,,,56.5,8
Xion XON-570,,https://pcpartpicker.com/product/ZhH323/xion-case-xon570,ATX Mid Tower,Black,,,31.7,5
XClio Touch 787,,https://pcpartpicker.com/product/vPrG3C/xclio-case-touch787,ATX Full Tower,Black,,,56.5,6
Silverstone Fortress Series FT02S,,https://pcpartpicker.com/product/zPrG3C/silverstone-case-ft02sw,ATX Full Tower,Silver,,Acrylic,64.8,5
Azza Helios 910,,https://pcpartpicker.com/product/HfTmP6/azza-case-csaz910,ATX Mid Tower,Black,,,47,4
Azza Hurrican 2000R,,https://pcpartpicker.com/product/gTkD4D/azza-case-csaz2000r,ATX Full Tower,Black,,Acrylic,82,6
Enermax Fulmo Advance,,https://pcpartpicker.com/product/VYxfrH/enermax-case-eca892agbl,ATX Mid Tower,Black,,,57.5,6
Foxconn RM233+DSI250P,,https://pcpartpicker.com/product/V4bp99/foxconn-case-rm233dsi250p,Mini ITX Tower,Black / Silver,250,,9.1,1
Foxconn RM338+FSP150-50GL,,https://pcpartpicker.com/product/mLQypg/foxconn-case-rm338fsp15050gl,Mini ITX Tower,Black / Silver,150,,9.1,1
In Win IW-V508T2X.L+,,https://pcpartpicker.com/product/XjFPxr/inwin-case-iwv508t2xl,MicroATX Mini Tower,White,,,22.9,1
Lian Li PC-C37U,,https://pcpartpicker.com/product/6s2kcf/lian-li-case-pcc37u,HTPC,Black,300,,18.4,2
In Win Dragon Rider,,https://pcpartpicker.com/product/j2dqqs/inwin-case-dragonriderwhite,ATX Full Tower,White / Black,,,76.6,6
Sentey GS-6500,,https://pcpartpicker.com/product/9xBv6h/sentey-case-gs6500,ATX Full Tower,Black,,,61,5
Sentey BX2-4260 v2.1,,https://pcpartpicker.com/product/mVvRsY/sentey-case-bx24260v21,ATX Mid Tower,Black,,,39.1,5
Sentey BX1-4237 V2.2,,https://pcpartpicker.com/product/xhzv6h/sentey-case-bx14237v22,ATX Mid Tower,Black,,,40.2,4
Sentey CS1-1397,,https://pcpartpicker.com/product/kkQypg/sentey-case-cs11397,ATX Mid Tower,Black,,,27.8,2
Sentey BX1-4285 v2.1,,https://pcpartpicker.com/product/r9DwrH/sentey-case-bx14285v21,ATX Mid Tower,Black,,,40.2,4
Rosewill RZLS142A-P YE,,https://pcpartpicker.com/product/Y6H323/rosewill-case-rzls142apye,ATX Mid Tower,Black / Yellow,,,35.7,4
Sigma ATLANTIS,,https://pcpartpicker.com/product/zfbp99/sigma-case-atlantisu,ATX Mid Tower,Blue,,,74.1,4
Logisys CS309Bk,,https://pcpartpicker.com/product/gkMFf7/logisys-case-cs309bk,ATX Mid Tower,Black,480,Acrylic,31.8,1
Sentey GS-6500B,,https://pcpartpicker.com/product/DXckcf/sentey-case-gs6500b,ATX Full Tower,Black / Blue,,,61,5
Sentey GS-6500R,,https://pcpartpicker.com/product/CvJwrH/sentey-case-gs6500r,ATX Full Tower,Black / Red,,,61,5
Sentey GS-6400W - ARVINA,,https://pcpartpicker.com/product/tqFPxr/sentey-case-gs6400warvina,ATX Full Tower,White / Black,,,60.7,5
Azza Fusion 4000,,https://pcpartpicker.com/product/rqvRsY/azza-case-csaz4000,ATX Full Tower,Black,,,122.9,8
Lian Li PC-6,,https://pcpartpicker.com/product/BTLypg/lian-li-case-pc6,ATX Mid Tower,Black,,,,3
Lian Li PC-C32B USB3.0,,https://pcpartpicker.com/product/w7xfrH/lian-li-case-pcc32busb30,HTPC,Black,,,37.4,4
Lian Li PC-B10 USB3.0,,https://pcpartpicker.com/product/FKjG3C/lian-li-case-pcb10usb30,ATX Mid Tower,Black,,,46.4,4
Lian Li PC-100,,https://pcpartpicker.com/product/trkD4D/lian-li-case-pc100,ATX Mid Tower,Black,,,52.4,6
Lian Li PC-K65,,https://pcpartpicker.com/product/nrkD4D/lian-li-case-pck65,ATX Mid Tower,Black,,,50.1,6
Lian Li PC-K56 N,,https://pcpartpicker.com/product/TRdqqs/lian-li-case-pck56n,ATX Mid Tower,Black,,,50.1,3
Raidmax Super Hurricane,,https://pcpartpicker.com/product/PHH323/raidmax-super-hurricane-atx-mid-tower-case-atx-248nwu,ATX Mid Tower,Black / Blue,,Acrylic,36.7,4
Raidmax Super Hurricane,,https://pcpartpicker.com/product/yTLypg/raidmax-case-atx248nwb,ATX Mid Tower,Black,,Acrylic,36.7,4
Raidmax Seiran,,https://pcpartpicker.com/product/C47wrH/raidmax-case-atx902ww,ATX Mid Tower,White / Black,,,45.3,6
Logisys CS2008XBK,,https://pcpartpicker.com/product/K7xfrH/logisys-case-cs2008xbk,ATX Mid Tower,Black,,,38.6,5
In Win IW-BW138.CQ450TBL,,https://pcpartpicker.com/product/tQ4gXL/inwin-case-iwbw138cq450tbl,ATX Mid Tower,Black,,,34.9,4
Xion XON-990,,https://pcpartpicker.com/product/JRdqqs/xion-case-xon990bk,ATX Mid Tower,Black,,,53,5
HEC 6T10LOH585,,https://pcpartpicker.com/product/xVNp99/hec-case-6t10loh585,MicroATX Mini Tower,Black,585,,24,2
Antec One Illusion,,https://pcpartpicker.com/product/yvMFf7/antec-case-oneillusion,ATX Mid Tower,Black,,,44.2,5
Lian Li PC-Q15,,https://pcpartpicker.com/product/NrkD4D/lian-li-case-pcq15a,HTPC,Silver,300,,14.6,1
Lian Li PC-Q12,,https://pcpartpicker.com/product/b7xfrH/lian-li-case-pcq12a,Mini ITX Tower,Silver,300,,6.6,0
Lian Li PC-Q09FN,,https://pcpartpicker.com/product/WHH323/lian-li-case-pcq09fna,HTPC,Silver,300,,7.5,1
Lian Li PC-Q18,,https://pcpartpicker.com/product/jmtCmG/lian-li-case-pcq18a,HTPC,Silver,,,20.9,6
BitFenix Shinobi XL,,https://pcpartpicker.com/product/KqtCmG/bitfenix-case-bfcsnx500kkn1rp,ATX Full Tower,Black,,,77.2,7
BitFenix Shinobi XL,,https://pcpartpicker.com/product/CkphP6/bitfenix-case-bfcsnx500wwn1rp,ATX Full Tower,White,,,77.2,7
BitFenix Prodigy,,https://pcpartpicker.com/product/zrZQzy/bitfenix-case-bfcpro300ggwkgrp,Mini ITX Tower,Green,,Acrylic,36,5
XClio 320,,https://pcpartpicker.com/product/bMh9TW/xclio-case-320,ATX Mid Tower,Black,,,43.7,8
DIYPC SW-713,,https://pcpartpicker.com/product/8g9KHx/diypc-case-sw713,ATX Mid Tower,Black,,,41.2,2
DIYPC SW-9001,,https://pcpartpicker.com/product/VKw323/diypc-case-sw9001,ATX Mid Tower,Black,,,41.2,2
Thermaltake Armor Revo Snow Edition,,https://pcpartpicker.com/product/BRdqqs/thermaltake-case-vo200m6w2n,ATX Full Tower,White / Black,,Acrylic,82,6
Zalman GS1000 SE,,https://pcpartpicker.com/product/dQ4gXL/zalman-case-gs1000se,ATX Full Tower,Black,,,94.7,6
Rosewill RPS-01,,https://pcpartpicker.com/product/VNMFf7/rosewill-case-rps01wsl,ATX Mid Tower,Black / Silver,,Acrylic,45.7,6
Rosewill RPS-01,,https://pcpartpicker.com/product/8VNp99/rosewill-case-rps01wb500p,ATX Mid Tower,Black / Silver,500,Acrylic,45.7,6
Antec LanBoy Air,,https://pcpartpicker.com/product/nCh9TW/antec-case-lanboyairred,ATX Mid Tower,Black,,,58.5,6
Antec LanBoy Air,,https://pcpartpicker.com/product/CHH323/antec-case-lanboyairblack,ATX Mid Tower,Black,,,58.5,6
Zalman GS1000-T,,https://pcpartpicker.com/product/bHckcf/zalman-case-gs1000t,ATX Full Tower,Black / Silver,,,94.7,6
Gigabyte GZ-AXBS11-CNB,,https://pcpartpicker.com/product/9bJwrH/gigabyte-case-gzaxbs11cnb,ATX Mid Tower,Black,,,42.9,6
In Win C589T.CQ450TBL,,https://pcpartpicker.com/product/87xfrH/inwin-case-c589tcq450tbl,ATX Mid Tower,Black,450,,35,3
Silverstone FT02B-USB3.0,,https://pcpartpicker.com/product/Z7V48d/silverstone-case-sstft02swusb30,ATX Mid Tower,Silver,,Acrylic,64.8,5
Silverstone FT02B-USB3.0,,https://pcpartpicker.com/product/v7V48d/silverstone-case-sstft02busb30,ATX Mid Tower,Black,,,64.8,5
Sentey GS-6050 II Halcon,,https://pcpartpicker.com/product/PyMFf7/sentey-case-gs6050iihalcon,ATX Mid Tower,Black,,Acrylic,42.5,4
Sentey GS-6070 II Abaddom,,https://pcpartpicker.com/product/JCxfrH/sentey-case-gs6070iiabaddom,ATX Mid Tower,Black,,Acrylic,42.5,4
Sentey CS1-1420 TAC2.0,,https://pcpartpicker.com/product/X9MFf7/sentey-case-cs11420tac20,ATX Mid Tower,Black,,,30.3,5
In Win Z670T.CQ350TBL,,https://pcpartpicker.com/product/mjTmP6/inwin-case-z670tcq350tbl,MicroATX Mini Tower,Black,350,,24.2,2
Topower TP-6208BB-450,,https://pcpartpicker.com/product/W7V48d/topower-case-tp6208bb450,ATX Mid Tower,Black / Silver,450,,33.4,6
Topower TP-4107BB-400,,https://pcpartpicker.com/product/bZphP6/topower-case-tp4107bb400,ATX Mid Tower,Black,400,,30.6,5
Lian Li PC-V355,,https://pcpartpicker.com/product/gLGkcf/lian-li-case-pcv355a,MicroATX Mini Tower,Silver,,,28.5,3
Lian Li PC-V355,,https://pcpartpicker.com/product/qkYXsY/lian-li-case-pcv355b,MicroATX Mini Tower,Black,,,28.5,3
Lian Li PC-A55,,https://pcpartpicker.com/product/RJK7YJ/lian-li-case-pca55b,ATX Mid Tower,Black,,,31.8,2
Topower TP-1687BS-300,,https://pcpartpicker.com/product/Y8Gkcf/topower-case-tp1687bs300,MicroATX Desktop,Black / Silver,300,,15.4,1
Lian Li PC-Q03,,https://pcpartpicker.com/product/V69KHx/lian-li-case-pcq03a,Mini ITX Tower,Silver,,,10.2,1
Lian Li PC-Q16,,https://pcpartpicker.com/product/FtZQzy/lian-li-case-pcq16a,Mini ITX Tower,Silver,300,,9.2,1
Diablotek CYCLOPS,,https://pcpartpicker.com/product/pz4gXL/diablotek-case-cpa8950,ATX Mid Tower,Black,,,41.4,5
Sentey GS-6700 SPIDER,,https://pcpartpicker.com/product/Jg9KHx/sentey-case-gs6700spider,ATX Full Tower,Black,,,60.7,5
Cougar Solution AF-2,,https://pcpartpicker.com/product/sZphP6/cougar-case-solutionaf2,ATX Mid Tower,Black / Green,,,40.7,6
Sentey GS-6410 ARVINA PLUS,,https://pcpartpicker.com/product/PQkD4D/sentey-case-gs6410arvinaplus,ATX Full Tower,Black,,Acrylic,60.7,5
Raidmax ATX-809B,,https://pcpartpicker.com/product/vnzv6h/raidmax-case-atx809b,ATX Mid Tower,Black,,,55.5,5
Raidmax ATX-823BR,,https://pcpartpicker.com/product/tg9KHx/raidmax-case-atx823br,ATX Mid Tower,Black,,,58.2,5
Lian Li PC-K56N USB 3.0,,https://pcpartpicker.com/product/mFjG3C/lian-li-case-pck56nusb30,ATX Mid Tower,Black,,,50.1,3
Lian Li PC-V750,,https://pcpartpicker.com/product/yVV48d/lian-li-case-pcv750a,ATX Full Tower,Silver,,,99.4,9
Silverstone LC20B-M-USB3.0,,https://pcpartpicker.com/product/94zv6h/silverstone-case-lc20bmusb30,HTPC,Black,,,31.2,6
Lian Li PC-B12,,https://pcpartpicker.com/product/TGQypg/lian-li-case-pcb12b,ATX Mid Tower,Black,,,49.3,3
Topower TP-4106BB,,https://pcpartpicker.com/product/R2PfrH/topower-case-tp4106bb,ATX Mid Tower,Black,,,,5
DIYPC DIY-5823,,https://pcpartpicker.com/product/Kfw323/diypc-case-diy5823bk,ATX Mid Tower,Black,,,28.3,6
In Win IW-BQ656T.AD80TBLR,,https://pcpartpicker.com/product/7Kw323/inwin-case-iwbq656tad80tblr,Mini ITX Desktop,Black,80,,3.3,0
DIYPC Adventurer-9601R,,https://pcpartpicker.com/product/tMsKHx/diypc-case-adventurer9601g,ATX Full Tower,Black,,Acrylic,49.7,7
Apevia X-Jupiter-Jr G-Type,,https://pcpartpicker.com/product/RWqdnQ/apevia-case-xjpjstbk,ATX Mid Tower,Black,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,https://pcpartpicker.com/product/4xw323/apevia-case-xjpjstbl,ATX Mid Tower,Blue,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,https://pcpartpicker.com/product/MjTmP6/apevia-case-xjpjgtmg,ATX Mid Tower,Black,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,https://pcpartpicker.com/product/wxw323/apevia-case-xjpjstal,ATX Mid Tower,Silver,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,https://pcpartpicker.com/product/DtZQzy/apevia-case-xjpjgtbl,ATX Mid Tower,Blue,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,https://pcpartpicker.com/product/CNtCmG/apevia-case-xjpjgtal,ATX Mid Tower,Silver,,Acrylic,42.3,3
Silverstone SG01B-F-USB3.0,,https://pcpartpicker.com/product/CgV48d/silverstone-case-sg01sfusb30,MicroATX Desktop,Silver,,,21.7,2
Lian Li PC-CK101,,https://pcpartpicker.com/product/s2vRsY/lian-li-case-pcck101l,Mini ITX Tower,Black,300,,24.4,1
Lian Li PC-A75,,https://pcpartpicker.com/product/8MLypg/lian-li-case-pca75wx,ATX Full Tower,Black,,Acrylic,75.5,12
Lian Li PC-7H,,https://pcpartpicker.com/product/x6kD4D/lian-li-case-pc7hwx,ATX Mid Tower,Black,,Acrylic,55.5,4
Gigabyte GZ-ZLM10RS,,https://pcpartpicker.com/product/FwW9TW/gigabyte-case-gzzlm10rs,ATX Mid Tower,Black / Red,,,36.2,8
Silverstone PS08B,,https://pcpartpicker.com/product/DhCwrH/silverstone-case-ps08w,MicroATX Mid Tower,White,,,23.7,4
BitFenix Merc Alpha,,https://pcpartpicker.com/product/2Xckcf/bitfenix-case-mercalpha,ATX Mid Tower,Black,,,40.5,6
BitFenix Raider Window,,https://pcpartpicker.com/product/QYkD4D/bitfenix-case-bfcrdr300mmw2rp,ATX Mid Tower,Black,,Acrylic,,6
DIYPC SW-711,,https://pcpartpicker.com/product/Zwdqqs/diypc-case-sw711,ATX Mid Tower,Black,,,41.2,2
Rosewill Line,,https://pcpartpicker.com/product/jG9KHx/rosewill-case-line,ATX Mid Tower,Black,,,35.5,8
Chieftec BL-01B-OP,,https://pcpartpicker.com/product/BBkD4D/chieftec-case-bl01bop,ATX Mid Tower,Black,,,,3
Parvum Systems S1.0,,https://pcpartpicker.com/product/FdyFf7/parvum-systems-case-s10black,MicroATX Mid Tower,Black,,Acrylic,,2
Zalman Z5 Plus,,https://pcpartpicker.com/product/49kD4D/zalman-case-z5plus,ATX Mid Tower,Black,,Acrylic,45.8,3
Cooler Master Force 500,,https://pcpartpicker.com/product/Vgs8TW/cooler-master-case-cacmforce500500w,ATX Mid Tower,Black,500,,39.8,7
Xion XON-560,,https://pcpartpicker.com/product/yNdqqs/xion-case-xon560bk,MicroATX Mini Tower,Black,,,28.3,3
Silverstone TJ10B-USB3.0,,https://pcpartpicker.com/product/X94gXL/silverstone-case-ssttj10busb30,ATX Full Tower,Black,,,69.2,6
Silverstone TJ10B-W,,https://pcpartpicker.com/product/HvBv6h/silverstone-case-ssttj10bw,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone TJ10B-W-USB3.0,,https://pcpartpicker.com/product/px8Zxr/silverstone-case-ssttj10bwusb30,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone TJ10B-WNV,,https://pcpartpicker.com/product/gdyFf7/silverstone-case-ssttj10bwnv,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone TJ10S,,https://pcpartpicker.com/product/h6Gkcf/silverstone-case-ssttj10s,ATX Full Tower,Silver,,,69.2,6
Silverstone TJ10S-W,,https://pcpartpicker.com/product/tmXfrH/silverstone-case-ssttj10sw,ATX Full Tower,Silver,,Acrylic,69.2,6
Silverstone TJ10B-WNV-USB3.0,,https://pcpartpicker.com/product/qL8Zxr/silverstone-case-ssttj10bwnvusb30,ATX Full Tower,Black,,Acrylic,69.2,6
Silverstone RL03B-W-USB 3.0,,https://pcpartpicker.com/product/2RrG3C/silverstone-case-rl03bwusb30,ATX Mid Tower,Black,,Acrylic,40.4,7
Silverstone PS05B-USB3.0,,https://pcpartpicker.com/product/rPZQzy/silverstone-case-ps05busb30,ATX Mid Tower,Black,,,42.6,4
CFI Pharaoh,,https://pcpartpicker.com/product/bsdqqs/cfi-case-pharaoh,ATX Full Tower,Black,,Acrylic,89.6,8
CFI Diablo LT,,https://pcpartpicker.com/product/QC7wrH/cfi-case-diablolt,ATX Mid Tower,Black,,Acrylic,48,4
CFI Bastet,,https://pcpartpicker.com/product/2QmLrH/cfi-case-bastet,ATX Mid Tower,Black,,Acrylic,48,2
Lian Li PC-9N,,https://pcpartpicker.com/product/P4H323/lian-li-case-pc9na,ATX Mid Tower,Silver,,,46.5,3
Lian Li PC-9N,,https://pcpartpicker.com/product/yMzv6h/lian-li-case-pc9nb,ATX Mid Tower,Black,,,46.5,3
Ultra Etorque X10,,https://pcpartpicker.com/product/V6CwrH/ultra-case-u1242381,ATX Full Tower,Black,,,107.3,8
Ultra XBlaster V2,,https://pcpartpicker.com/product/7WH323/ultra-case-u1241570,ATX Mid Tower,Black,,,36,6
Ultra Rogue M950,,https://pcpartpicker.com/product/9Jh9TW/ultra-case-u1242151,ATX Full Tower,Black,,,61.9,8
Thermaltake Armor Revo Gene Snow Edition,,https://pcpartpicker.com/product/F9kD4D/thermaltake-case-vo800m6w2n,ATX Mid Tower,White,,Acrylic,69.9,5
Thermaltake Level 10 GTS Snow Edition,,https://pcpartpicker.com/product/TqvRsY/thermaltake-case-vo30006n2n,ATX Mid Tower,White / Black,,,54.9,5
Thermaltake Level 10 GTS,,https://pcpartpicker.com/product/w4H323/thermaltake-case-vo30001w2n,ATX Mid Tower,Black,,Acrylic,54.9,5
Thermaltake Versa I,,https://pcpartpicker.com/product/H7Qypg/thermaltake-case-vo600a1n3n,ATX Mid Tower,Black,,,42.2,5
Enermax Hoplite ST,,https://pcpartpicker.com/product/9TGkcf/enermax-case-eca3261b,ATX Mid Tower,Black,,Acrylic,48,6
Thermaltake Urban S41,,https://pcpartpicker.com/product/2jmLrH/thermaltake-case-vp600m1n2n,ATX Mid Tower,Black,,,58.9,5
Thermaltake Urban S31 Window,,https://pcpartpicker.com/product/rpXfrH/thermaltake-case-vp700m1w2n,ATX Mid Tower,Black,,Acrylic,53.6,6
Thermaltake Urban S31 Window,,https://pcpartpicker.com/product/NnGj4D/thermaltake-urban-s31-snow-atx-mid-tower-case-vp700m6w2n,ATX Mid Tower,White,,Acrylic,53.6,6
Thermaltake Urban S21,,https://pcpartpicker.com/product/B4xfrH/thermaltake-case-vp800a1w2n,ATX Mid Tower,Black,,Acrylic,40.1,5
Thermaltake Urban S21,,https://pcpartpicker.com/product/XBsKHx/thermaltake-urban-t21-atx-mid-tower-case-ca-1a4-00m1wn-00,ATX Mid Tower,Black,,,40.1,5
Xigmatek CCC-AD38BT-U03,,https://pcpartpicker.com/product/3sDwrH/xigmatek-case-cccad38btu03,ATX Mid Tower,Black,,,43.6,8
Xigmatek CCC-AD38BX-U03,,https://pcpartpicker.com/product/VL3RsY/xigmatek-case-cccad38bxu03,ATX Mid Tower,Black / Silver,,,43.6,8
Enermax ECA3253,,https://pcpartpicker.com/product/Vc8Zxr/enermax-case-eca3253b,ATX Mid Tower,Black,,Acrylic,43.8,5
Enermax ECA3253,,https://pcpartpicker.com/product/C4ckcf/enermax-case-eca3253bl,ATX Mid Tower,Black / Blue,,Acrylic,43.8,5
Enermax ECA3280A,,https://pcpartpicker.com/product/CN8Zxr/enermax-case-eca3280abr,ATX Mid Tower,Black / Red,,Acrylic,58.2,8
Lian Li PC-Q27,,https://pcpartpicker.com/product/ghCwrH/lian-li-case-pcq27a,Mini ITX Tower,Silver,,,14.3,3
Lian Li PC-Q27,,https://pcpartpicker.com/product/q9V48d/lian-li-case-pcq27b,Mini ITX Tower,Black,,,14.3,3
Lian Li PC-Q28,,https://pcpartpicker.com/product/RyGkcf/lian-li-case-pcq28a,Mini ITX Tower,Silver,,,23.8,4
Lian Li PC-Q30,,https://pcpartpicker.com/product/Wsw323/lian-li-case-pcq30a,Mini ITX Tower,Silver,,,23.4,0
Lian Li PC-Q30,,https://pcpartpicker.com/product/6fqdnQ/lian-li-case-pcq30x,Mini ITX Tower,Black,,,23.4,0
Gigabyte GZ-X5,,https://pcpartpicker.com/product/ZTQypg/gigabyte-case-gzx5,ATX Mid Tower,Black,,,36.1,5
Cougar Archon,,https://pcpartpicker.com/product/LNrG3C/cougar-case-archon,ATX Mid Tower,Black / Orange,,Acrylic,,3
Rosewill THRONE,,https://pcpartpicker.com/product/YvPfrH/rosewill-case-thronew,ATX Full Tower,White,,,74.8,10
